平台,C门店ID,平台ID,最新评分,均值评分,最新店铺分,记录数
淘宝,,500793445,0.0,0.0,,2
淘宝,,500806909,0.0,0.0,,1
淘宝,,500813267,0.0,0.0,,1
淘宝,,500815298,0.0,0.0,,1
淘宝,,500817376,0.0,0.0,,4
淘宝,,500817612,0.0,0.0,,1
淘宝,,500845510,0.0,0.0,,4
淘宝,,500885192,0.0,0.0,,1
淘宝,,500947272,0.0,0.0,,1
淘宝,,500957418,0.0,0.0,,2
淘宝,,500957754,0.0,0.0,,2
淘宝,,500983010,0.0,0.0,,1
淘宝,,500988752,0.0,0.0,,2
淘宝,,501085640,0.0,0.0,,2
淘宝,,501100287,0.0,0.0,,1
淘宝,,501141464,0.0,0.0,,1
淘宝,,501162458,0.0,0.0,,3
淘宝,,501166661,0.0,0.0,,3
淘宝,,501166680,0.0,0.0,,1
淘宝,,501170079,0.0,0.0,,1
淘宝,,501176513,0.0,0.0,,2
淘宝,,501273105,0.0,0.0,,1
淘宝,,501279834,0.0,0.0,,1
淘宝,,501296102,0.0,0.0,,1
淘宝,,501305942,0.0,0.0,,4
淘宝,,501393522,0.0,0.0,,2
淘宝,,501400668,0.0,0.0,,1
淘宝,,501410386,0.0,0.0,,1
淘宝,,501436391,0.0,0.0,,1
淘宝,,501479297,0.0,0.0,,1
淘宝,,501671413,0.0,0.0,,1
淘宝,,501697562,0.0,0.0,,1
淘宝,,501861635,0.0,0.0,,2
淘宝,,501882504,0.0,0.0,,4
淘宝,,501886999,0.0,0.0,,1
淘宝,,502039679,0.0,0.0,,1
淘宝,,502141110,0.0,0.0,,1
淘宝,,502206879,0.0,0.0,,1
淘宝,,502208607,0.0,0.0,,1
淘宝,,502249824,0.0,0.0,,1
淘宝,,502278690,0.0,0.0,,2
淘宝,,502306330,0.0,0.0,,1
淘宝,,502506806,0.0,0.0,,1
淘宝,,502741314,0.0,0.0,,8
淘宝,,502756485,0.0,0.0,,1
淘宝,,502780981,0.0,0.0,,2
淘宝,,502925312,0.0,0.0,,1
淘宝,,503482493,0.0,0.0,,2
淘宝,,503527163,0.0,0.0,,3
淘宝,,503743838,0.0,0.0,,1
淘宝,,503778641,0.0,0.0,,2
淘宝,,503852013,0.0,0.0,,2
淘宝,,503882105,0.0,0.0,,1
淘宝,,503925511,0.0,0.0,,1
淘宝,,503975312,0.0,0.0,,1
淘宝,,504134588,0.0,0.0,,3
淘宝,,504288874,0.0,0.0,,1
淘宝,,504537810,0.0,0.0,,1
淘宝,,505591134,0.0,0.0,,1
淘宝,,505606057,0.0,0.0,,3
淘宝,,505927435,0.0,0.0,,1
淘宝,,506008080,0.0,0.0,,1
淘宝,,506194557,0.0,0.0,,2
淘宝,,506465674,0.0,0.0,,2
淘宝,,506600755,0.0,0.0,,1
淘宝,,506609333,0.0,0.0,,1
淘宝,,506609881,0.0,0.0,,2
淘宝,,506612854,0.0,0.0,,4
淘宝,,506642979,0.0,0.0,,1
淘宝,,507084303,0.0,0.0,,1
淘宝,,507200797,0.0,0.0,,1
淘宝,,507356988,0.0,0.0,,4
淘宝,,507403794,0.0,0.0,,9
淘宝,,507413160,0.0,0.0,,6
淘宝,,507436527,0.0,0.0,,1
淘宝,,507562665,0.0,0.0,,2
淘宝,,507571050,0.0,0.0,,1
淘宝,,507620475,0.0,0.0,,2
淘宝,,507638644,0.0,0.0,,2
淘宝,,507965016,0.0,0.0,,2
淘宝,,507990008,0.0,0.0,,1
淘宝,,508003826,0.0,0.0,,1
淘宝,,508004097,0.0,0.0,,3
淘宝,,508055449,0.0,0.0,,1
淘宝,,508087095,0.0,0.0,,1
淘宝,,508096433,0.0,0.0,,1
淘宝,,508340087,0.0,0.0,,1
淘宝,,508396659,0.0,0.0,,1
淘宝,,508920107,0.0,0.0,,1
淘宝,,509183732,0.0,0.0,,1
淘宝,,509219933,0.0,0.0,,3
淘宝,,509319529,0.0,0.0,,2
淘宝,,509351689,0.0,0.0,,1
淘宝,,509705078,0.0,0.0,,1
淘宝,,509783857,0.0,0.0,,2
淘宝,,509861556,0.0,0.0,,6
淘宝,,509915727,0.0,0.0,,1
淘宝,,509964606,0.0,0.0,,1
淘宝,,510012277,0.0,0.0,,6
淘宝,,510049297,0.0,0.0,,1
淘宝,,510245822,0.0,0.0,,5
淘宝,,510255384,0.0,0.0,,1
淘宝,,510346140,0.0,0.0,,30
淘宝,,510420891,0.0,0.0,,1
淘宝,,510651448,0.0,0.0,,1
淘宝,,510652295,0.0,0.0,,4
淘宝,,510663531,0.0,0.0,,1
淘宝,,510685565,0.0,0.0,,2
淘宝,,510750810,0.0,0.0,,1
淘宝,,510776149,0.0,0.0,,7
淘宝,,510800536,0.0,0.0,,4
淘宝,,510920581,0.0,0.0,,2
淘宝,,511016315,0.0,0.0,,1
淘宝,,511061906,0.0,0.0,,1
淘宝,,511491309,0.0,0.0,,1
淘宝,,511602495,0.0,0.0,,1
淘宝,,511681141,0.0,0.0,,1
淘宝,,511770074,0.0,0.0,,2
淘宝,,511845527,0.0,0.0,,1
淘宝,,511924324,0.0,0.0,,6
淘宝,,511930238,0.0,0.0,,3
淘宝,,512036999,0.0,0.0,,1
淘宝,,512043653,0.0,0.0,,2
淘宝,,512241636,0.0,0.0,,2
淘宝,,512280748,0.0,0.0,,1
淘宝,,512315476,0.0,0.0,,1
淘宝,,512375234,0.0,0.0,,1
淘宝,,512591562,0.0,0.0,,6
淘宝,,512765017,0.0,0.0,,6
淘宝,,513479522,0.0,0.0,,6
淘宝,,513845074,0.0,0.0,,1
淘宝,,513900286,0.0,0.0,,1
淘宝,,514415372,0.0,0.0,,9
淘宝,,514765373,0.0,0.0,,1
淘宝,,515137145,0.0,0.0,,1
淘宝,,515166674,0.0,0.0,,1
淘宝,,516926961,0.0,0.0,,6
淘宝,,516931703,0.0,0.0,,2
淘宝,,516937488,0.0,0.0,,1
淘宝,,516965561,0.0,0.0,,5
淘宝,,517006499,0.0,0.0,,3
淘宝,,517008500,0.0,0.0,,1
淘宝,,517028287,0.0,0.0,,1
淘宝,,517037339,0.0,0.0,,2
淘宝,,517117007,0.0,0.0,,2
淘宝,,517127237,0.0,0.0,,4
淘宝,,517128351,0.0,0.0,,3
淘宝,,517145523,0.0,0.0,,2
淘宝,,517695382,0.0,0.0,,1
淘宝,,517710695,0.0,0.0,,2
淘宝,,517915150,0.0,0.0,,3
淘宝,,517977076,0.0,0.0,,2
淘宝,,518058728,0.0,0.0,,2
淘宝,,518167230,0.0,0.0,,2
淘宝,,518176021,0.0,0.0,,1
淘宝,,518181951,0.0,0.0,,1
淘宝,,518227922,0.0,0.0,,3
淘宝,,519261302,0.0,0.0,,2
淘宝,,519265679,0.0,0.0,,4
淘宝,,520465096,0.0,0.0,,1
淘宝,,520545234,0.0,0.0,,1
淘宝,,520555893,0.0,0.0,,13
淘宝,,520645904,0.0,0.0,,1
淘宝,,520660663,0.0,0.0,,3
淘宝,,520661327,0.0,0.0,,1
淘宝,,520755866,0.0,0.0,,1
淘宝,,521155994,0.0,0.0,,1
淘宝,,522195216,0.0,0.0,,4
淘宝,,522215540,0.0,0.0,,5
淘宝,,522230292,0.0,0.0,,2
淘宝,,522235198,0.0,0.0,,2
淘宝,,522335350,0.0,0.0,,14
淘宝,,522340184,0.0,0.0,,1
淘宝,,522560775,0.0,0.0,,2
淘宝,,523100843,0.0,0.0,,1
淘宝,,523218223,0.0,0.0,,1
淘宝,,524916269,0.0,0.0,,1
淘宝,,525096490,0.0,0.0,,1
淘宝,,525300861,0.0,0.0,,30
淘宝,,525840273,0.0,0.0,,1
淘宝,,526910589,0.0,0.0,,1
淘宝,,527055199,0.0,0.0,,1
淘宝,,528800347,0.0,0.0,,30
淘宝,,528890340,0.0,0.0,,1
淘宝,,528905395,0.0,0.0,,1
淘宝,,528925321,0.0,0.0,,3
淘宝,,529611739,0.0,0.0,,1
淘宝,,529736945,0.0,0.0,,6
淘宝,,530270424,0.0,0.0,,2
淘宝,,536290914,0.0,0.0,,8
淘宝,,541814448,0.0,0.0,,10
淘宝,,541824891,0.0,0.0,,11
淘宝,,542598398,0.0,0.0,,9
淘宝,,543742235,5.0,2.2222222222222223,,9
淘宝,,544306227,0.0,0.0,,12
淘宝,,544575802,0.0,0.0,,24
淘宝,,545090110,0.0,0.0,,4
淘宝,,600955,0.0,0.0,,6
淘宝,,640975,0.0,0.0,,2
淘宝,,725322,0.0,0.0,,1
淘宝,,794963,0.0,0.0,,4
淘宝,,797844,0.0,0.0,,7
淘宝,,813082,0.0,0.0,,3
淘宝,,914754,0.0,0.0,,6
淘宝,,936089,0.0,0.0,,3
淘宝,,936136,0.0,0.0,,1
淘宝,,936141,0.0,0.0,,1
美团,C00002,3632202,4.7,4.6033333333333335,92.0,30
美团,C00003,3632196,4.6,4.5633333333333335,98.0,30
美团,C00005,15765636,4.1,4.316666666666666,97.0,30
美团,C00006,13809789,4.7,4.71,99.0,30
美团,C00007,15933854,4.5,4.5,97.0,30
美团,C00008,16728225,4.7,4.573333333333333,98.0,30
美团,C00009,8557118,4.6,4.3966666666666665,0.0,30
美团,C00010,15933128,4.6,4.6,96.0,30
美团,C00011,15166005,4.5,4.5,98.0,30
美团,C00013,3632197,4.4,4.433333333333334,78.0,30
美团,C00016,15166398,4.5,4.553333333333333,98.0,30
美团,C00021,3632755,4.1,4.22,97.0,30
美团,C00023,3632191,4.0,3.8733333333333335,97.0,30
美团,C00025,3632758,0.0,0.0,87.0,30
美团,C00033,22071092,4.3,4.2733333333333325,93.0,30
美团,C00039,3632759,4.4,4.4,92.0,30
美团,C00046,4653671,4.4,4.123333333333333,98.0,30
美团,C00058,8042314,4.4,4.52,98.0,30
美团,C00067,15932300,4.6,4.683333333333334,98.0,30
美团,C00081,3632192,4.4,4.55,72.0,30
美团,C00117,3632660,0.0,0.0,89.0,30
美团,C00125,15165966,4.6,4.586666666666667,98.0,30
美团,C00126,13860762,4.7,4.623333333333333,98.0,30
美团,C00127,3632757,4.6,4.516666666666667,98.0,30
美团,C00149,3709880,0.0,0.0,0.0,30
美团,C00152,21263224,4.6,4.673333333333333,75.0,30
美团,C00162,17965494,4.1,4.25,98.0,30
美团,C00170,2339346,4.3,4.5233333333333325,77.0,30
美团,C00173,4117735,4.5,4.453333333333333,98.0,30
美团,C00177,27527503,4.5,4.5,79.0,30
美团,C00182,2319521,0.0,0.0,88.0,30
美团,C00189,3709883,4.1,4.1,77.0,30
美团,C00222,2319444,4.5,4.593333333333333,78.0,30
美团,C00227,2319441,4.1,4.323333333333333,77.0,30
美团,C00241,4389516,4.3,4.513333333333334,97.0,30
美团,C00250,15955096,4.4,4.420000000000001,98.0,30
美团,C00258,3800475,4.5,4.55,78.0,30
美团,C00267,2319436,4.8,4.8,78.0,30
美团,C00288,3709881,0.0,0.0,68.0,30
美团,C00292,2319435,4.6,4.66,93.0,30
美团,C00295,20205406,4.6,4.556666666666667,92.0,30
美团,C00298,5475521,4.4,4.453333333333333,77.0,30
美团,C00310,29832805,0.0,0.0,37.0,18
美团,C00312,2319358,0.0,0.0,68.0,30
美团,C00321,202169,4.4,4.489999999999999,77.0,30
美团,C00350,21083636,4.6,4.45,0.0,30
美团,C00369,15985375,0.0,0.0,69.0,30
美团,C00372,3709878,4.5,4.526666666666667,78.0,30
美团,C00385,2318484,0.0,0.0,82.0,29
美团,C00391,18071376,0.0,0.0,69.0,30
美团,C00392,16426288,4.6,4.546666666666667,99.0,30
美团,C00398,16426169,0.0,0.0,69.0,30
美团,C00401,3551521,4.2,4.346666666666667,97.0,30
美团,C00402,16480674,4.6,4.623333333333333,98.0,30
美团,C00405,16426475,4.6,4.506666666666666,99.0,30
美团,C00407,6903798,4.5,4.416666666666667,0.0,30
美团,C00409,4248420,4.4,4.3533333333333335,71.0,30
美团,C00412,5372312,4.5,4.5,78.0,30
美团,C00455,11838514,4.7,4.75,98.0,30
美团,C00456,11838517,4.7,4.666666666666667,98.0,30
美团,C00460,17651442,0.0,0.0,68.0,30
美团,C00461,16212700,4.7,3.29,73.0,30
美团,C00463,1306834,4.7,4.7,98.0,30
美团,C00470,13723993,4.2,4.013333333333333,97.0,30
美团,C00475,1176632,0.0,3.34,89.0,5
美团,C00478,3901238,4.4,4.390000000000001,97.0,30
美团,C00479,10890319,0.0,0.0,69.0,30
美团,C00480,2947443,4.5,4.5,95.0,30
美团,C00481,27467284,4.5,4.413333333333333,99.0,30
美团,C00485,2947442,4.6,4.733333333333333,88.0,30
美团,C00489,4034668,4.5,4.5633333333333335,97.0,30
美团,C00491,9784037,0.0,2.0533333333333332,68.0,30
美团,C00492,2946704,4.7,4.6466666666666665,98.0,30
美团,C00495,9784042,0.0,0.0,68.0,30
美团,C00499,19191303,4.8,4.24,78.0,30
美团,C00503,13899823,0.0,0.0,88.0,30
美团,C00509,23780207,4.7,4.613333333333332,98.0,30
美团,C00512,11838521,0.0,3.8366666666666664,89.0,30
美团,C00516,2712458,0.0,0.0,84.0,30
美团,C00525,30424053,4.4,4.4,95.0,30
美团,C00526,13691178,4.3,3.61,97.0,30
美团,C00560,687708,4.5,4.27,78.0,30
美团,C00671,4164208,4.5,4.443333333333333,0.0,30
美团,C00682,14301976,4.5,4.319999999999999,88.0,30
美团,C00689,3901263,4.7,4.676666666666667,72.0,30
美团,C00690,3901717,4.5,4.63,78.0,30
美团,C00696,2398232,4.3,4.363333333333333,0.0,30
美团,C00700,3901264,4.7,4.6066666666666665,88.0,30
美团,C00703,17401307,4.5,4.453333333333333,87.0,30
美团,C00707,2946727,4.6,4.56,78.0,30
美团,C00708,23689721,0.0,0.0,86.0,30
美团,C00711,13102695,3.9,3.8133333333333335,76.0,30
美团,C00712,1315610,4.4,4.423333333333334,97.0,30
美团,C00713,1182775,3.7,3.8133333333333335,77.0,30
美团,C00716,2946724,4.3,4.133333333333334,77.0,30
美团,C00726,2946722,4.6,4.6066666666666665,78.0,30
美团,C00727,9147156,0.0,0.0,58.0,30
美团,C00729,4357516,4.3,4.366666666666666,86.0,30
美团,C00732,2708372,4.1,4.3100000000000005,77.0,30
美团,C00746,13791264,0.0,0.0,57.0,30
美团,C00749,15017326,4.5,2.417857142857143,98.0,28
美团,C00752,23978060,4.7,4.736666666666666,94.0,30
美团,C00758,17822099,4.8,4.6466666666666665,78.0,30
美团,C00765,2947447,4.5,4.233333333333333,97.0,30
美团,C00766,19323533,3.8,3.8,85.0,30
美团,C00775,5999105,4.7,4.736666666666666,88.0,30
美团,C00780,4163854,4.7,4.683333333333334,78.0,30
美团,C00803,5852976,0.0,0.0,68.0,30
美团,C00808,16772616,0.0,0.0,68.0,30
美团,C00809,21469686,0.0,0.0,69.0,30
美团,C00815,4357515,0.0,0.0,44.0,30
美团,C00820,5551664,4.5,4.426666666666667,92.0,30
美团,C00828,13899902,4.5,4.62,98.0,30
美团,C00831,8697172,4.4,4.666666666666667,87.0,30
美团,C00846,2947449,4.7,4.6466666666666665,88.0,30
美团,C00855,26126595,0.0,0.0,45.0,25
美团,C00871,13130349,0.0,0.0,78.0,30
美团,C00892,3901270,4.8,4.77,98.0,30
美团,C00893,3901269,4.5,4.683333333333334,97.0,30
美团,C00899,3466211,0.0,3.6,68.0,30
美团,C00900,16433517,4.6,1.7699999999999998,98.0,30
美团,C00901,21076531,4.0,4.0,97.0,30
美团,C00908,10663968,4.5,4.5,78.0,30
美团,C00912,3901800,0.0,0.0,63.0,30
美团,C00927,21446991,4.4,4.41,73.0,30
美团,C00930,4449537,4.2,4.06,77.0,30
美团,C00952,13553252,4.3,4.453333333333333,77.0,30
美团,C00959,1205341,4.2,4.34,50.0,30
美团,C00963,3433440,4.0,1.74,75.0,30
美团,C00965,29522025,4.6,3.36,71.0,30
美团,C00981,3901715,0.0,0.0,89.0,30
美团,C00983,2946741,0.0,0.0,38.0,30
美团,C00985,3901266,4.1,4.433333333333334,87.0,30
美团,C00986,1915508,4.4,4.493333333333334,97.0,30
美团,C00988,1713009,0.0,0.0,38.0,30
美团,C00989,30487234,0.0,0.0,76.0,30
美团,C00993,4117898,0.0,0.0,76.0,30
美团,C00996,17296222,0.0,0.0,38.0,30
美团,C00999,2946732,4.5,4.56,57.0,30
美团,C01002,5311765,4.5,4.596666666666667,87.0,30
美团,C01007,24036816,4.5,4.5633333333333335,83.0,30
美团,C01016,2947453,4.6,4.616666666666666,88.0,30
美团,C01018,18122225,0.0,0.0,48.0,30
美团,C01020,20880405,0.0,0.0,50.0,30
美团,C01032,2946738,4.4,4.246666666666667,77.0,30
美团,C01038,2946731,3.9,3.8766666666666665,87.0,30
美团,C01043,2946730,0.0,2.79,38.0,30
美团,C01055,14225507,0.0,0.0,78.0,30
美团,C01056,2946734,4.6,4.506666666666666,98.0,30
美团,C01058,16787170,0.0,0.0,68.0,30
美团,C01065,3026439,0.0,0.0,69.0,30
美团,C01066,3026438,4.5,4.506666666666666,79.0,30
美团,C01072,16445271,4.4,4.373333333333334,78.0,30
美团,C01073,5879886,4.8,4.736666666666666,79.0,30
美团,C01075,14082776,0.0,0.0,40.0,30
美团,C01077,1677882,3.9,4.104347826086957,77.0,23
美团,C01078,3556519,4.3,4.34,78.0,30
美团,C01079,26837005,0.0,2.933333333333333,64.0,30
美团,C01081,19719666,4.3,3.1533333333333333,75.0,30
美团,C01083,1254023,4.4,4.288,66.0,25
美团,C01088,5311764,4.4,4.35,78.0,30
美团,C01091,2353690,4.5,2.85,78.0,30
美团,C01093,1126687,4.0,4.246666666666667,77.0,30
美团,C01095,1816501,4.1,4.22,98.0,30
美团,C01099,1850898,4.5,4.5,78.0,30
美团,C01112,27374281,0.0,0.0,34.0,30
美团,C01121,1376286,4.7,2.8400000000000003,79.0,30
美团,C01122,2634339,4.6,4.626666666666667,94.0,30
美团,C01125,1620832,0.0,0.0,35.0,30
美团,C01128,19440713,4.5,4.28,74.0,30
美团,C01129,6153944,4.5,3.19,78.0,30
美团,C01138,21604548,4.0,3.6166666666666667,87.0,30
美团,C01139,1277982,4.8,4.683333333333334,78.0,30
美团,C01150,3539504,4.6,4.736666666666666,66.0,30
美团,C01152,1073274,0.0,0.0,68.0,30
美团,C01159,1501228,0.0,0.0,85.0,30
美团,C01162,3901703,0.0,0.0,68.0,30
美团,C01167,3026437,4.6,4.6,69.0,30
美团,C01173,3901798,4.3,4.076666666666666,97.0,30
美团,C01190,3213049,3.7,1.1900000000000002,86.0,30
美团,C01199,26126445,3.9,4.026666666666666,60.0,30
美团,C01216,17943928,4.8,4.6866666666666665,78.0,30
美团,C01229,14169806,0.0,0.0,38.0,10
美团,C01248,2989654,4.2,4.3133333333333335,77.0,30
美团,C01301,4851073,4.6,4.546666666666667,92.0,30
美团,C01373,4653665,4.2,4.45,0.0,30
美团,C01399,1485822,4.5,4.3,78.0,30
美团,C01403,2449985,4.8,4.8,99.0,30
美团,C01413,2675962,4.8,4.569999999999999,99.0,30
美团,C01842,19174824,4.3,4.3,91.0,30
美团,C01848,15997147,4.4,4.23,78.0,30
美团,C01849,18196889,4.5,4.406666666666666,99.0,30
美团,C01861,4142305,4.2,4.306666666666667,88.0,30
美团,C01933,1665449,4.6,4.6,99.0,30
美团,C01936,3551454,4.4,4.45,98.0,30
美团,C01957,738835,4.4,4.508,58.0,25
美团,C01972,3432732,4.5,4.343333333333334,99.0,30
美团,C01986,3551524,4.4,4.428,67.0,25
美团,C01999,17966434,4.4,4.571428571428571,97.0,28
美团,C02001,7080227,4.2,4.076923076923077,0.0,13
美团,C02003,14016567,0.0,0.0,88.0,30
美团,C02005,26434437,4.3,3.242857142857143,98.0,28
美团,C02007,5428910,4.6,4.59,0.0,30
美团,C02011,13040350,4.6,4.446666666666667,98.0,30
美团,C02017,4653668,4.2,4.566666666666666,77.0,30
美团,C02038,20832777,4.8,4.713333333333334,99.0,30
美团,C02043,2172028,4.7,4.739999999999999,92.0,30
美团,C02046,10770217,4.7,4.54,99.0,30
美团,C02049,4291338,4.0,4.156666666666667,94.0,30
美团,C02053,870169,4.4,4.456666666666667,98.0,30
美团,C02068,3153188,4.6,4.606896551724137,73.0,29
美团,C02075,3299055,0.0,3.824,38.0,25
美团,C02082,2931451,4.6,4.503333333333333,99.0,30
美团,C02087,1174524,4.8,4.706666666666667,92.0,30
美团,C02120,3567468,4.6,4.56,0.0,30
美团,C02135,13863517,4.4,4.333333333333333,77.0,30
美团,C02137,2614484,4.5,4.376666666666667,97.0,30
美团,C02139,1566576,4.9,4.683333333333334,99.0,30
美团,C02162,4333488,4.6,4.723333333333333,76.0,30
美团,C02180,366226,4.1,4.232,0.0,25
美团,C02183,184295,4.7,4.62,97.0,30
美团,C02192,2931442,4.7,4.7,97.0,30
美团,C02195,2499679,0.0,0.0,58.0,5
美团,C02203,10817151,4.5,4.37,97.0,30
美团,C02210,2861172,4.3,4.21,76.0,30
美团,C02216,2401198,0.0,4.4,68.0,30
美团,C02221,25600090,4.6,4.743333333333334,97.0,30
美团,C02229,1389435,4.4,4.3,97.0,30
美团,C02231,686359,4.5,4.41,78.0,30
美团,C02232,1016735,0.0,0.32,38.0,25
美团,C02236,4770489,4.9,4.8533333333333335,89.0,30
美团,C02242,8841957,4.6,4.6,96.0,30
美团,C02245,3800103,0.0,0.0,37.0,21
美团,C02247,2324876,4.5,4.48,79.0,30
美团,C02252,12840741,4.6,4.636666666666667,98.0,30
美团,C02253,1281149,4.5,4.489999999999999,97.0,30
美团,C02256,492346,4.7,4.693333333333333,93.0,30
美团,C02257,909081,0.0,0.0,43.0,21
美团,C02266,337255,4.6,4.556666666666667,98.0,30
美团,C02276,14497572,4.3,3.6166666666666667,87.0,30
美团,C02279,20055304,4.6,4.6,99.0,30
美团,C02288,1655244,4.3,4.053333333333333,95.0,30
美团,C02299,3709890,4.5,4.5,77.0,30
美团,C02303,3207733,4.4,4.35,96.0,30
美团,C02323,5839058,4.2,4.343333333333334,97.0,30
美团,C02329,10770216,0.0,0.0,37.0,21
美团,C02333,1609551,4.3,4.42,57.0,25
美团,C02341,1103577,4.6,4.69,99.0,30
美团,C02386,2185128,3.9,4.073333333333333,96.0,30
美团,C02395,613522,4.5,4.583333333333333,77.0,30
美团,C02398,646761,4.6,4.4366666666666665,98.0,30
美团,C02448,351225,4.7,4.566666666666666,95.0,30
美团,C02456,13226973,4.6,4.563333333333333,76.0,30
美团,C02477,1841001,0.0,0.0,68.0,30
美团,C02498,4248606,4.6,4.6,97.0,30
美团,C02513,388276,4.5,4.5,97.0,30
美团,C02515,521988,0.0,0.0,30.0,25
美团,C02535,4831399,4.3,4.319999999999999,74.0,30
美团,C02536,26343322,3.3,3.32,96.0,30
美团,C02542,1966397,0.0,0.0,49.0,25
美团,C02555,25198388,4.4,4.569999999999999,94.0,30
美团,C02567,9614039,4.8,4.8,97.0,30
美团,C02583,331484,4.0,3.8133333333333335,77.0,30
美团,C02617,10699571,4.9,4.863333333333333,99.0,30
美团,C02629,1911031,4.6,4.6,74.0,30
美团,C02647,3432145,4.7,4.7,98.0,30
美团,C02652,15428794,4.8,4.8,99.0,30
美团,C02665,19204345,4.7,4.636666666666667,98.0,30
美团,C02668,3362403,4.4,4.316666666666666,98.0,30
美团,C02683,20306568,4.5,4.513333333333334,98.0,30
美团,C02688,4832633,0.0,0.0,37.0,25
美团,C02690,18927120,4.4,4.256666666666667,97.0,30
美团,C02712,405353,4.7,4.623333333333333,91.0,30
美团,C02739,621661,4.5,4.47,98.0,30
美团,C02783,613509,4.1,3.993333333333333,95.0,30
美团,C02805,613513,4.1,4.093333333333333,96.0,30
美团,C02807,3153187,4.3,4.556666666666667,76.0,30
美团,C02810,5806525,4.7,4.6033333333333335,97.0,30
美团,C02813,625074,3.6,3.6266666666666665,74.0,30
美团,C02837,28298073,4.3,4.6033333333333335,89.0,30
美团,C02842,19794949,4.4,4.4766666666666675,98.0,30
美团,C02849,866887,4.4,4.553333333333333,97.0,30
美团,C02858,3952184,0.0,0.0,38.0,6
美团,C02866,17716668,3.9,4.024,72.0,25
美团,C02872,1145459,4.7,4.663333333333333,95.0,30
美团,C02882,10702544,0.0,0.0,65.0,30
美团,C02889,1477574,4.4,4.513333333333334,96.0,30
美团,C02892,624600,4.4,4.346666666666667,96.0,30
美团,C02893,13285416,4.5,4.666666666666667,96.0,30
美团,C02916,13385552,3.9,3.69,95.0,30
美团,C02919,512994,4.6,4.473333333333333,0.0,30
美团,C02923,1722539,4.3,4.473333333333333,78.0,30
美团,C02925,3447741,4.5,4.583333333333333,98.0,30
美团,C02933,410437,4.5,4.5,94.0,30
美团,C02943,625072,4.6,4.7,97.0,30
美团,C02978,1866253,4.2,4.308,46.0,25
美团,C03003,600826,0.0,0.0,42.0,25
美团,C03006,2175995,4.7,4.7,99.0,30
美团,C03009,17732032,4.7,4.739999999999999,88.0,30
美团,C03013,3551448,4.0,3.9066666666666667,0.0,30
美团,C03017,475300,0.0,0.0,40.0,13
美团,C03020,1158330,4.8,4.760000000000001,78.0,30
美团,C03031,613527,4.2,4.2733333333333325,96.0,30
美团,C03033,24558516,4.7,4.663333333333333,77.0,30
美团,C03037,917091,4.5,4.573333333333333,76.0,30
美团,C03052,613603,4.7,4.623333333333333,99.0,30
美团,C03086,5590061,0.0,0.0,64.0,30
美团,C03099,3268359,4.5,4.35,76.0,30
美团,C03106,13987511,4.7,4.766666666666667,96.0,30
美团,C03109,3048102,4.1,4.256666666666667,96.0,30
美团,C03121,613515,4.7,4.743333333333334,98.0,30
美团,C03131,4653681,4.4,4.33,96.0,30
美团,C03132,2121091,4.5,4.180000000000001,0.0,30
美团,C03173,15765859,4.3,4.433333333333334,97.0,30
美团,C03188,11341541,4.7,4.743333333333334,98.0,30
美团,C03234,4596633,0.0,0.0,67.0,30
美团,C03299,18196742,0.0,0.0,88.0,30
美团,C03463,4504926,4.7,4.7,99.0,30
美团,C03600,10686349,4.0,1.8666666666666667,87.0,30
美团,C03601,5713992,0.0,0.0,52.0,30
美团,C03607,10979238,4.4,4.506666666666666,98.0,30
美团,C03612,16174802,0.0,4.236666666666666,89.0,30
美团,C03626,7466934,4.3,4.366666666666666,77.0,30
美团,C03628,26540059,0.0,0.0,50.0,30
美团,C03630,8712402,0.0,0.0,68.0,30
美团,C03738,4438420,0.0,0.0,70.0,30
美团,C03740,20901922,4.6,1.2233333333333332,79.0,30
美团,C03761,5223649,4.4,4.326666666666667,98.0,30
美团,C03765,4596548,4.7,4.6466666666666665,99.0,30
美团,C03773,6578007,0.0,0.0,68.0,30
美团,C03818,17898403,4.4,4.476,58.0,25
美团,C03897,7149293,4.1,4.243333333333333,77.0,30
美团,C03922,16212352,0.0,0.0,87.0,30
美团,C03936,20433220,4.2,4.236000000000001,42.0,25
美团,C03936,9791674,4.7,4.64,99.0,30
美团,C03943,4942047,4.4,4.503333333333333,98.0,30
美团,C03947,5134373,4.9,4.766666666666667,98.0,30
美团,C03951,25374893,4.7,4.7,99.0,30
美团,C03962,7298570,4.6,4.66,99.0,30
美团,C03967,4832630,4.7,4.7,98.0,30
美团,C03978,4832537,4.7,4.75,97.0,30
美团,C03979,7828780,4.1,4.213333333333334,77.0,30
美团,C03991,12315719,3.9,3.11,86.0,30
美团,C03999,5204032,4.4,4.503333333333333,97.0,30
美团,C04067,6206541,4.4,4.53,97.0,30
美团,C04070,5134449,4.0,4.17,74.0,30
美团,C04096,6578013,4.4,4.4366666666666665,77.0,30
美团,C04110,5312243,4.5,4.6,78.0,30
美团,C04111,5373897,4.5,4.433333333333334,98.0,30
美团,C04120,10180134,4.6,0.6133333333333333,78.0,30
美团,C04123,5760976,4.7,4.63,99.0,30
美团,C04131,8464439,0.0,0.0,40.0,15
美团,C04132,5592178,4.6,4.596666666666667,79.0,30
美团,C04133,5373898,4.6,4.592,59.0,25
美团,C04169,5059259,4.1,4.233333333333333,95.0,30
