平台,C门店ID,平台ID,最新评分,均值评分,最新店铺分,记录数
淘宝,C01100,173437982,0.0,0.0,,1
淘宝,C01102,514916508,0.0,0.0,,27
淘宝,C01121,157715649,4.1,4.173333333333333,,30
淘宝,C01122,153889920,5.0,5.0,,30
淘宝,C01125,1136871,0.0,0.0,,14
淘宝,C01128,1178387293,0.0,2.6366666666666663,,30
淘宝,C01139,173066420,5.0,4.946666666666667,,30
淘宝,C01152,1152378,0.0,4.05,,30
淘宝,C01159,506610547,0.0,2.1333333333333333,,30
淘宝,C01162,1925046,0.0,0.0,,30
淘宝,C01167,1925044,4.7,4.79,,30
淘宝,C01173,144493301,4.6,4.613333333333333,,30
淘宝,C01190,1925039,0.0,0.0,,30
淘宝,C01216,1157805849,4.6,4.680000000000001,,30
淘宝,C01248,171350537,4.8,4.856666666666667,,30
淘宝,C01301,156061138,4.9,4.9,,30
淘宝,C01373,150853014,0.0,0.0,,30
淘宝,C01399,500823869,0.0,0.0,,30
淘宝,C01403,174059262,0.0,0.0,,30
淘宝,C01413,155121019,5.0,4.84,,30
淘宝,C01842,2069300319,5.0,4.666666666666667,,30
淘宝,C01848,504304196,5.0,5.0,,30
淘宝,C01849,2044433093,0.0,0.0,,30
淘宝,C01851,166218290,0.0,0.0,,27
淘宝,C01855,1123365852,0.0,0.0,,30
淘宝,C01927,503768496,0.0,0.0,,5
淘宝,C01933,514265232,5.0,5.0,,30
淘宝,C01936,1132501,5.0,4.166666666666667,,30
淘宝,C01957,500900269,0.0,0.0,,28
淘宝,C01972,158960376,5.0,4.96,,30
淘宝,C01986,501080580,5.0,5.0,,30
淘宝,C01999,1123272396,4.2,4.21,,30
淘宝,C02003,162997569,4.0,4.09,,30
淘宝,C02007,167447744,4.9,4.906666666666667,,30
淘宝,C02011,505796521,0.0,0.0,,30
淘宝,C02012,2128341988,0.0,0.0,,4
淘宝,C02017,144488830,4.8,4.65,,30
淘宝,C02038,2278273,5.0,4.866666666666666,,30
淘宝,C02043,161279764,0.0,0.0,,30
淘宝,C02046,501901698,4.5,4.806666666666667,,30
淘宝,C02049,174073653,4.4,4.416666666666667,,30
淘宝,C02053,353312,5.0,4.993333333333334,,30
淘宝,C02075,171181485,0.0,0.0,,12
淘宝,C02082,1933801,4.3,4.013333333333334,,30
淘宝,C02087,1552394,5.0,4.166666666666667,,30
淘宝,C02093,936147,0.0,0.0,,29
淘宝,C02095,557059,4.9,4.833333333333333,,30
淘宝,C02120,163078615,5.0,4.953333333333333,,30
淘宝,C02135,2132895112,4.8,4.793333333333333,,30
淘宝,C02137,154906138,4.5,4.593333333333334,,30
淘宝,C02139,2327581,4.8,2.7666666666666666,,30
淘宝,C02162,337006587,0.0,0.3333333333333333,,30
淘宝,C02169,520550328,0.0,0.0,,4
淘宝,C02180,427055,0.0,0.0,,28
淘宝,C02183,286002,5.0,4.92,,30
淘宝,C02192,145999434,4.8,4.78,,30
淘宝,C02195,156203734,0.0,0.0,,28
淘宝,C02203,1131389652,4.6,4.73,,30
淘宝,C02210,1379939,4.5,4.2733333333333325,,30
淘宝,C02216,1174761406,0.0,0.0,,30
淘宝,C02218,161623475,0.0,1.0526315789473684,,19
淘宝,C02221,521203898,5.0,5.0,,30
淘宝,C02229,2043368344,3.3,3.7966666666666664,,30
淘宝,C02231,500953618,5.0,4.783333333333333,,30
淘宝,C02232,2019299,0.0,0.0,,22
淘宝,C02236,162850855,5.0,4.886666666666667,,30
淘宝,C02242,2043890415,4.8,4.856666666666667,,30
淘宝,C02243,775863,0.0,0.0,,3
淘宝,C02245,161249786,0.0,0.0,,27
淘宝,C02247,2043961010,3.6,4.166666666666667,,30
淘宝,C02249,171181468,0.0,0.0,,7
淘宝,C02252,2098927671,5.0,4.1466666666666665,,30
淘宝,C02253,1379898,0.0,3.8333333333333335,,30
淘宝,C02256,440222,4.0,4.3,,30
淘宝,C02257,996732,0.0,0.0,,6
淘宝,C02266,367023,0.0,0.3333333333333333,,30
淘宝,C02276,1101956659,0.0,1.3333333333333333,,30
淘宝,C02279,503364048,5.0,4.833333333333333,,30
淘宝,C02288,1409202,4.2,4.113333333333333,,30
淘宝,C02299,144631778,4.7,4.616666666666666,,30
淘宝,C02303,2098974167,0.0,0.0,,30
淘宝,C02323,500953606,4.5,4.5,,30
淘宝,C02329,502273567,0.0,0.0,,5
淘宝,C02333,151638946,0.0,0.0,,18
淘宝,C02341,503080875,5.0,2.5,,30
淘宝,C02342,156896891,0.0,0.0,,2
淘宝,C02349,152215299,0.0,0.0,,4
淘宝,C02370,2089607629,0.0,0.0,,1
淘宝,C02386,151687196,4.8,3.796666666666667,,30
淘宝,C02395,1552403,3.2,3.6533333333333338,,30
淘宝,C02398,743045,4.0,4.193333333333333,,30
淘宝,C02437,156129798,0.0,0.0,,8
淘宝,C02448,376063,5.0,5.0,,30
淘宝,C02456,157137947,0.0,0.0,,30
淘宝,C02458,2042696377,0.0,0.0,,8
淘宝,C02477,2043482892,0.0,0.0,,25
淘宝,C02498,161705010,3.8,3.4766666666666666,,30
淘宝,C02513,452572,4.9,4.9,,30
淘宝,C02515,482573,0.0,0.0,,12
淘宝,C02515,540820291,0.0,0.0,,1
淘宝,C02521,1933800,0.0,0.0,,2
淘宝,C02535,2001250467,0.0,0.0,,30
淘宝,C02536,520580417,4.0,3.7733333333333334,,30
淘宝,C02542,150882725,0.0,0.0,,13
淘宝,C02555,1440523,4.4,4.293333333333334,,30
淘宝,C02567,2043157954,4.6,4.836666666666667,,30
淘宝,C02583,1379890,3.3,3.6566666666666667,,30
淘宝,C02617,501460858,4.9,4.9,,30
淘宝,C02625,1030672,0.0,0.0,,4
淘宝,C02629,500978052,4.8,4.840000000000001,,30
淘宝,C02647,500825106,5.0,4.666666666666667,,30
淘宝,C02652,507412214,0.0,3.8333333333333335,,30
淘宝,C02665,1200296204,4.6,4.613333333333333,,30
淘宝,C02668,157532463,5.0,5.0,,30
淘宝,C02683,1779081,4.3,4.319999999999999,,30
淘宝,C02688,162850829,0.0,0.0,,1
淘宝,C02690,511077246,4.3,4.653333333333333,,30
淘宝,C02712,1220481,0.0,0.0,,30
淘宝,C02739,369838,4.8,4.760000000000001,,30
淘宝,C02769,156231439,0.0,0.0,,28
淘宝,C02783,668514,3.4,1.2066666666666666,,30
淘宝,C02805,1532208,4.6,4.6066666666666665,,30
淘宝,C02807,157817255,4.3,4.306666666666667,,30
淘宝,C02810,166991251,4.3,2.64,,30
淘宝,C02813,155551787,4.3,3.8066666666666666,,30
淘宝,C02826,164160241,0.0,0.8133333333333334,,30
淘宝,C02835,336824342,0.0,0.0,,6
淘宝,C02837,249508,5.0,0.3333333333333333,,30
淘宝,C02842,936092,4.6,4.683333333333334,,30
淘宝,C02849,959347,5.0,4.5,,30
淘宝,C02858,161775691,0.0,0.0,,28
淘宝,C02866,526805253,0.0,0.0,,2
淘宝,C02872,1379876,5.0,4.88,,30
淘宝,C02882,337054449,5.0,5.0,,30
淘宝,C02889,2043173179,0.0,0.0,,30
淘宝,C02892,2043128914,4.8,4.826666666666666,,30
淘宝,C02916,2078232752,4.5,2.2800000000000002,,30
淘宝,C02919,2043173192,4.8,4.86,,30
淘宝,C02923,143754762,4.2,4.253333333333333,,30
淘宝,C02925,500825692,4.5,4.6866666666666665,,30
淘宝,C02933,419014,0.0,3.2666666666666666,,30
淘宝,C02936,1799246,0.0,0.0,,13
淘宝,C02938,156822659,0.0,0.0,,6
淘宝,C02943,155679615,0.0,0.0,,30
淘宝,C02946,918615,0.0,0.0,,6
淘宝,C02978,154890437,0.0,0.0,,14
淘宝,C02997,1308520,0.0,0.0,,14
淘宝,C03003,936133,0.0,0.0,,6
淘宝,C03006,152147694,0.0,4.0,,30
淘宝,C03007,157139409,0.0,0.0,,8
淘宝,C03009,503076093,0.0,0.0,,30
淘宝,C03020,500812512,0.0,0.0,,30
淘宝,C03029,167691366,5.0,5.0,,30
淘宝,C03031,155336799,0.0,0.0,,30
淘宝,C03033,521415247,0.0,0.0,,30
淘宝,C03037,501146452,4.6,4.56,,30
淘宝,C03052,2287448,0.0,0.0,,30
淘宝,C03086,500682408,4.9,4.8133333333333335,,30
淘宝,C03099,157699205,4.9,4.856666666666667,,30
淘宝,C03106,2135150427,4.7,4.75,,30
淘宝,C03109,504037615,4.1,3.1966666666666663,,30
淘宝,C03117,936085,0.0,0.0,,18
淘宝,C03121,1379912,4.9,4.8100000000000005,,30
淘宝,C03126,161867926,0.0,0.0,,4
淘宝,C03132,2043592613,0.0,3.0133333333333336,,30
淘宝,C03173,168034790,5.0,5.0,,30
淘宝,C03188,161851621,0.0,0.0,,30
淘宝,C03234,323966624,5.0,1.6666666666666667,,30
淘宝,C03299,1157696264,0.0,0.0,,30
淘宝,C03407,162646958,0.0,0.0,,3
淘宝,C03463,162850835,4.8,4.8,,30
淘宝,C03467,2043180257,0.0,0.0,,3
淘宝,C03601,500827723,0.0,0.0,,30
淘宝,C03607,303660517,4.6,4.67,,30
淘宝,C03612,500977374,5.0,0.8333333333333334,,30
淘宝,C03626,507289611,4.2,4.8133333333333335,,30
淘宝,C03636,171181474,0.0,0.0,,2
淘宝,C03761,163772046,5.0,5.0,,30
淘宝,C03765,164758720,5.0,4.833333333333333,,30
淘宝,C03773,170672528,3.6,4.233333333333333,,30
淘宝,C03818,162646976,0.0,0.0,,27
淘宝,C03897,166862349,4.6,4.493333333333334,,30
淘宝,C03922,1126074982,5.0,0.8333333333333334,,30
淘宝,C03936,500950286,4.6,4.54,,30
淘宝,C03943,336749317,5.0,4.983333333333333,,30
淘宝,C03947,163220130,0.0,0.0,,30
淘宝,C03951,2124231930,5.0,3.3333333333333335,,30
淘宝,C03962,300118670,3.7,3.783333333333333,,30
淘宝,C03967,2043145728,4.6,4.863333333333333,,30
淘宝,C03978,163078617,5.0,5.0,,30
淘宝,C03999,503473739,3.8,3.8033333333333332,,30
淘宝,C04067,2035612038,4.7,4.716666666666667,,30
淘宝,C04070,500910056,5.0,4.993333333333334,,30
淘宝,C04096,506228171,4.3,4.486666666666666,,30
淘宝,C04101,163220132,0.0,0.0,,10
淘宝,C04110,164172078,0.0,1.0966666666666667,,30
淘宝,C04111,164171748,4.3,4.3,,30
淘宝,C04120,501898078,4.5,4.546666666666667,,30
淘宝,C04123,166991254,4.6,4.546666666666667,,30
淘宝,C04131,173584365,0.0,0.0,,6
淘宝,C04132,166878253,5.0,4.966666666666667,,30
淘宝,C04133,164054375,0.0,0.0,,13
淘宝,C04169,163078612,0.0,0.0,,30
淘宝,C04203,164767753,4.9,4.856666666666667,,30
淘宝,C04225,1197984823,0.0,0.0,,30
淘宝,C04246,1161872084,4.2,4.2,,30
淘宝,C04261,501560392,4.8,4.8,,30
淘宝,C04267,504048890,4.2,4.323333333333333,,30
淘宝,C04296,514680360,0.0,0.0,,6
淘宝,C04345,166878234,0.0,0.0,,15
淘宝,C04363,503240812,0.0,0.0,,30
淘宝,C04378,2062332792,0.0,0.0,,3
淘宝,C04379,164758715,0.0,0.0,,12
淘宝,C04390,164160245,5.0,4.973333333333333,,30
淘宝,C04496,1171050174,0.0,0.0,,4
淘宝,C04502,167236942,2.0,2.2700000000000005,,30
淘宝,C04561,336814290,0.0,3.6300000000000003,,30
淘宝,C04616,528851457,5.0,5.0,,30
淘宝,C04638,168034780,0.0,0.0,,11
淘宝,C04675,1155275185,0.0,0.0,,26
淘宝,C04683,301747488,4.6,4.6,,30
淘宝,C04708,540680040,0.0,0.0,,1
淘宝,C04749,501730931,0.0,2.533333333333333,,30
淘宝,C04755,512872639,0.0,0.0,,20
淘宝,C04775,305193997,0.0,0.0,,30
淘宝,C04917,504708241,0.0,0.0,,3
淘宝,C04926,1127862941,4.2,4.72,,30
淘宝,C04965,500829387,3.4,2.6666666666666665,,30
淘宝,C05017,1112447809,0.0,0.0,,30
淘宝,C05047,172985252,4.7,4.8100000000000005,,30
淘宝,C05056,313401815,5.0,4.916666666666667,,30
淘宝,C05068,2062142854,5.0,5.0,,30
淘宝,C05080,501319008,0.0,0.0,,8
淘宝,C05128,501878978,0.0,0.0,,30
淘宝,C05138,2066883640,4.7,4.773333333333334,,30
淘宝,C05140,502205996,0.0,3.3333333333333335,,30
淘宝,C05155,171046818,0.0,0.0,,12
淘宝,C05160,302446590,5.0,5.0,,30
淘宝,C05201,530375113,0.0,0.0,,30
淘宝,C05227,337653618,0.0,0.0,,30
淘宝,C05231,2001514807,0.0,0.0,,30
淘宝,C05237,172782761,5.0,0.6666666666666666,,30
淘宝,C05268,335771096,0.0,0.0,,21
淘宝,C05312,500915237,0.0,0.0,,30
淘宝,C05331,157024081,0.0,0.0,,17
淘宝,C05336,500915239,4.8,4.863333333333333,,30
淘宝,C05368,336814291,0.0,0.0,,8
淘宝,C05402,171404274,5.0,2.3333333333333335,,30
淘宝,C05410,300113636,0.0,0.0,,3
淘宝,C05419,523021682,4.0,4.433333333333334,,30
淘宝,C05423,2096037177,0.0,0.0,,6
淘宝,C05446,500930073,2.8,2.8233333333333333,,30
淘宝,C05461,300162080,0.0,4.5,,30
淘宝,C05477,2110699569,0.0,0.0,,30
淘宝,C05482,501873345,0.0,0.0,,30
淘宝,C05483,174073629,0.0,0.0,,28
淘宝,C05513,1157770507,0.0,0.0,,18
淘宝,C05523,336957115,0.0,0.0,,8
淘宝,C05533,305176296,0.0,0.0,,30
淘宝,C05555,2000518292,0.0,0.0,,30
淘宝,C05569,172985256,0.0,0.0,,30
淘宝,C05699,1128314585,0.0,0.0,,3
淘宝,C05703,516993411,0.0,0.0,,30
淘宝,C05727,524905424,5.0,5.0,,30
淘宝,C05736,2073253142,4.6,4.71,,30
淘宝,C05748,541777773,0.0,0.0,,30
淘宝,C05780,1302105496,5.0,5.0,,30
淘宝,C05798,300517667,5.0,5.0,,30
淘宝,C05908,501145506,0.0,0.0,,30
淘宝,C05953,171477643,0.0,0.0,,30
淘宝,C05955,300086874,0.0,0.0,,1
淘宝,C06008,300537822,0.0,0.9633333333333333,,30
淘宝,C06013,304891615,5.0,5.0,,30
淘宝,C06017,167535057,3.7,4.1866666666666665,,30
淘宝,C06071,2019431294,0.0,0.0,,30
淘宝,C06082,500701711,0.0,0.0,,30
淘宝,C06087,337622853,0.0,0.0,,28
淘宝,C06117,304955769,4.0,3.6733333333333333,,30
淘宝,C06126,300716291,5.0,5.0,,30
淘宝,C06138,507676785,0.0,0.0,,5
淘宝,C06178,502014088,0.0,0.0,,26
淘宝,C06228,312218838,0.0,2.8333333333333335,,30
淘宝,C06258,522338758,5.0,3.8699999999999997,,30
淘宝,C06259,2074628171,4.4,4.4,,30
淘宝,C06342,304901119,0.0,0.0,,30
淘宝,C06346,336235990,0.0,0.0,,21
淘宝,C06352,335784708,0.0,0.0,,11
淘宝,C06366,304915837,0.0,0.0,,28
淘宝,C06385,500958868,5.0,5.0,,30
淘宝,C06396,304955773,0.0,0.0,,30
淘宝,C06403,304831897,5.0,5.0,,30
淘宝,C06423,2001264255,4.7,4.733333333333333,,30
淘宝,C06427,322277716,3.7,4.196666666666667,,30
淘宝,C06440,300801247,0.0,0.0,,15
淘宝,C06443,2032056684,0.0,0.0,,4
淘宝,C06476,336727643,0.0,0.0,,6
淘宝,C06480,2043503589,4.1,4.1,,23
淘宝,C06558,305119532,4.4,4.9,,30
淘宝,C06642,2036825448,0.0,0.0,,5
淘宝,C06682,502734681,0.0,0.0,,30
淘宝,C06702,500915066,0.0,0.0,,30
淘宝,C06706,502818281,0.0,0.0,,1
淘宝,C06720,323870272,5.0,3.5,,30
淘宝,C06724,336218040,5.0,5.0,,30
淘宝,C06734,502164181,4.2,3.65,,30
淘宝,C06753,524525151,0.0,0.0,,1
淘宝,C06760,1137965609,0.0,0.0,,30
淘宝,C06819,2121230653,0.0,0.0,,30
淘宝,C06841,337642451,0.0,0.0,,30
淘宝,C06847,507497110,0.0,0.0,,5
淘宝,C06857,1110749496,0.0,0.0,,6
淘宝,C06885,506110035,0.0,0.0,,3
淘宝,C06926,1126056508,0.0,0.0,,30
淘宝,C06972,2042671448,0.0,0.0,,30
淘宝,C07072,1105294510,5.0,3.1666666666666665,,30
淘宝,C07095,337692209,0.0,0.0,,10
淘宝,C07119,500652989,5.0,5.0,,30
淘宝,C07120,1108746781,4.5,4.46,,30
淘宝,C07129,2083849749,0.0,0.0,,30
淘宝,C07157,501641101,0.0,1.88,,30
淘宝,C07160,337672395,4.8,4.536666666666666,,30
淘宝,C07162,500950020,4.7,4.7,,30
淘宝,C07165,502910416,5.0,4.946666666666667,,30
淘宝,C07176,337043130,0.0,0.0,,2
淘宝,C07217,171123829,0.0,1.3566666666666667,,30
淘宝,C07222,500957419,0.0,0.0,,30
淘宝,C07235,2043960767,0.0,0.0,,25
淘宝,C07278,501156711,0.0,0.0,,27
淘宝,C07282,500824234,0.0,0.0,,3
淘宝,C07294,503336599,3.7,3.9799999999999995,,30
淘宝,C07303,2043179148,4.8,4.26,,30
淘宝,C07312,2043493243,4.7,4.583333333333333,,30
淘宝,C07382,2042576251,0.0,0.0,,2
淘宝,C07390,2092840802,0.0,0.0,,3
淘宝,C07398,500706686,0.0,0.0,,27
淘宝,C07470,157407063,5.0,4.943333333333333,,30
淘宝,C07493,2124220672,4.9,4.926666666666667,,30
淘宝,C07519,2098579272,0.0,0.0,,5
淘宝,C07581,2042490156,0.0,0.0,,30
淘宝,C07582,500977361,4.9,4.930000000000001,,30
淘宝,C07605,2048869070,3.9,3.9033333333333333,,30
淘宝,C07606,501101291,5.0,0.16666666666666666,,30
淘宝,C07622,501760638,0.0,0.0,,6
淘宝,C07642,2042862083,5.0,5.0,,30
淘宝,C07646,506610612,4.8,4.966666666666667,,30
淘宝,C07661,501405914,4.9,4.9,,30
淘宝,C07662,2059060881,0.0,0.0,,7
淘宝,C07663,501325745,0.0,0.0,,4
淘宝,C07666,2098903976,0.0,0.0,,30
淘宝,C07696,2079483603,0.0,0.0,,10
淘宝,C07736,501141822,0.0,0.0,,2
淘宝,C07737,2043385267,4.8,4.836666666666667,,30
淘宝,C07760,1123375983,4.8,4.739999999999999,,30
淘宝,C07764,501110805,5.0,5.0,,30
淘宝,C07775,2046860528,0.0,0.0,,3
淘宝,C07780,500795296,0.0,0.0,,9
淘宝,C07790,2043605035,5.0,1.1666666666666667,,30
淘宝,C07812,2059022278,5.0,4.943333333333333,,30
淘宝,C07813,506421521,4.9,4.883333333333334,,30
淘宝,C07814,500925300,2.8,3.0366666666666666,,30
淘宝,C07839,500827225,0.0,1.3333333333333333,,30
淘宝,C07841,501705580,0.0,0.0,,1
淘宝,C07879,501410054,0.0,0.0,,27
淘宝,C07887,500590936,4.6,4.643333333333333,,30
淘宝,C07901,500808329,4.6,4.783333333333333,,30
淘宝,C07960,501050741,0.0,0.9,,30
淘宝,C08045,501136594,0.0,1.6133333333333335,,30
淘宝,C08048,502521739,4.2,4.05,,30
淘宝,C08050,522272886,0.0,0.0,,28
淘宝,C08076,501161245,0.0,0.0,,30
淘宝,C08088,501109936,0.0,3.1666666666666665,,30
淘宝,C08100,2059163792,5.0,3.0366666666666666,,30
淘宝,C08122,2121276994,4.3,4.183333333333334,,30
淘宝,C08142,2059163808,0.0,0.0,,19
淘宝,C08146,1296607118,0.0,0.0,,21
淘宝,C08198,501292199,4.5,4.383333333333334,,30
淘宝,C08204,1149286237,0.0,0.0,,30
淘宝,C08234,524920537,0.0,0.0,,14
淘宝,C08242,2062319644,0.0,0.0,,3
淘宝,C08311,2073237998,5.0,2.8333333333333335,,30
淘宝,C08340,501858620,5.0,4.166666666666667,,30
淘宝,C08350,2084894407,0.0,0.0,,22
淘宝,C08368,503758741,5.0,5.0,,30
淘宝,C08374,2080471001,4.4,3.79,,30
淘宝,C08423,501658743,0.0,2.2933333333333334,,30
淘宝,C08451,507951284,0.0,0.0,,7
淘宝,C08504,502169656,0.0,0.0,,30
淘宝,C08553,501901703,0.0,0.0,,30
淘宝,C08570,162212298,5.0,4.993333333333334,,30
淘宝,C08571,2076983289,5.0,4.9766666666666675,,30
淘宝,C08581,502111635,0.0,0.0,,30
淘宝,C08597,502294426,0.0,0.0,,30
淘宝,C08614,502494013,0.0,0.0,,3
淘宝,C08646,502150715,0.0,0.0,,30
淘宝,C08708,502048155,0.0,0.0,,6
淘宝,C08729,1105398288,0.0,0.0,,1
淘宝,C08730,2076296987,0.0,0.0,,5
淘宝,C08735,502488226,4.1,3.8633333333333337,,30
淘宝,C08796,507284737,4.8,4.8,,30
淘宝,C08799,541570015,0.0,0.0,,30
淘宝,C08804,502068213,0.0,0.0,,8
淘宝,C08881,2096040131,4.5,4.71,,30
淘宝,C08895,502252435,0.0,0.0,,30
淘宝,C08948,2096056756,4.6,4.473333333333333,,30
淘宝,C08955,2098522905,4.8,2.716666666666667,,30
淘宝,C09001,2099372127,0.0,0.0,,19
淘宝,C09010,2096672913,5.0,5.0,,30
淘宝,C09023,502729823,5.0,1.5,,30
淘宝,C09039,336685265,4.7,4.626666666666667,,30
淘宝,C09064,508026561,5.0,0.8333333333333334,,30
淘宝,C09076,502780984,0.0,0.0,,5
淘宝,C09099,2136910435,0.0,0.0,,16
淘宝,C09103,535925080,5.0,1.6666666666666667,,30
淘宝,C09104,2086360283,5.0,5.0,,30
淘宝,C09146,2096527305,0.0,0.0,,30
淘宝,C09165,524635573,5.0,4.833333333333333,,30
淘宝,C09193,2097349788,5.0,5.0,,30
淘宝,C09198,506003749,3.8,3.3800000000000003,,30
淘宝,C09208,1250429507,0.0,0.0,,30
淘宝,C09209,509485061,0.0,0.0,,30
淘宝,C09212,503843882,0.0,0.0,,3
淘宝,C09229,504004535,0.0,0.0,,30
淘宝,C09267,503404103,5.0,5.0,,30
淘宝,C09314,504178557,0.0,0.0,,2
淘宝,C09342,2098787345,5.0,5.0,,30
淘宝,C09375,167691391,5.0,4.926666666666667,,30
淘宝,C09391,503786690,0.0,0.0,,30
淘宝,C09394,503992062,5.0,5.0,,30
淘宝,C09402,503753805,0.0,0.0,,27
淘宝,C09403,503886830,3.8,2.0266666666666664,,30
淘宝,C09404,2122331425,3.9,3.4233333333333333,,30
淘宝,C09409,2099367123,0.0,0.0,,6
淘宝,C09431,2099254210,4.6,4.569999999999999,,30
淘宝,C09505,503773824,5.0,5.0,,30
淘宝,C09523,503734096,3.8,4.17,,30
淘宝,C09547,504032649,4.3,4.163333333333333,,30
淘宝,C09549,503970360,0.0,0.0,,30
淘宝,C09551,1335740250,4.2,1.4,,30
淘宝,C09551,504256271,0.0,0.0,,9
淘宝,C09566,1190155200,0.0,0.0,,18
淘宝,C09599,162850851,0.0,0.0,,30
淘宝,C09646,505217329,0.0,0.0,,30
淘宝,C09658,336822700,0.0,0.0,,19
淘宝,C09673,2132958348,4.3,4.36,,30
淘宝,C09693,504972045,0.0,0.0,,11
淘宝,C09704,2126508994,4.2,3.9366666666666665,,30
淘宝,C09707,506114356,4.7,4.096666666666667,,30
淘宝,C09712,504762560,0.0,0.0,,10
淘宝,C09764,2132147391,4.3,4.376666666666667,,30
淘宝,C09784,505846143,0.0,0.0,,1
淘宝,C09800,505243363,0.0,0.0,,9
淘宝,C09867,505580200,0.0,0.0,,30
淘宝,C09897,160269559,4.4,4.673333333333333,,30
淘宝,C09919,2133684950,0.0,2.7666666666666666,,30
淘宝,C10066,1128299982,5.0,4.4399999999999995,,30
淘宝,C10068,506154832,0.0,0.0,,30
淘宝,C10074,2034992986,0.0,0.0,,30
淘宝,C10077,506261053,0.0,0.0,,24
淘宝,C10088,1101847094,4.1,4.166666666666667,,30
淘宝,C10169,1101954814,0.0,0.0,,30
淘宝,C10177,1101769600,3.9,4.003333333333333,,30
淘宝,C10182,1101876950,0.0,0.0,,30
淘宝,C10183,1105412710,0.0,0.31333333333333335,,30
淘宝,C10218,506590916,4.4,4.433333333333334,,30
淘宝,C10229,1108576136,4.8,4.956666666666666,,30
淘宝,C10243,1101934872,4.8,4.8,,30
淘宝,C10270,513748513,0.0,0.0,,12
淘宝,C10277,530490685,0.0,0.0,,1
淘宝,C10283,2075438292,0.0,3.6033333333333335,,30
淘宝,C10301,1110772988,4.0,4.133333333333334,,30
淘宝,C10316,506720955,4.8,4.866666666666666,,30
淘宝,C10320,1108536877,0.0,2.5,,30
淘宝,C10332,1108615610,5.0,5.0,,30
淘宝,C10337,507087365,4.8,4.8,,30
淘宝,C10349,1110043510,0.0,0.0,,29
淘宝,C10356,1149374849,4.9,4.996666666666667,,30
淘宝,C10413,1109380813,0.0,1.6666666666666667,,30
淘宝,C10417,1109724008,0.0,0.0,,29
淘宝,C10434,507085969,0.0,2.646666666666667,,30
淘宝,C10462,336854090,0.0,3.0,,30
淘宝,C10470,507331976,4.0,4.08,,30
淘宝,C10499,501314556,4.3,4.336666666666667,,30
淘宝,C10524,507330449,0.0,0.0,,10
淘宝,C10562,510407042,3.8,4.433333333333334,,30
淘宝,C10567,1116447420,4.6,4.636666666666667,,30
淘宝,C10583,500727547,4.4,4.433333333333334,,30
淘宝,C10627,527035205,5.0,5.0,,30
淘宝,C10628,1180994991,4.4,4.8933333333333335,,30
淘宝,C10630,526830217,0.0,0.0,,30
淘宝,C10646,1172375767,0.0,0.0,,30
淘宝,C10727,1118664165,0.0,0.0,,30
淘宝,C10769,1119837389,0.0,0.0,,5
淘宝,C10770,500953563,0.0,0.0,,28
淘宝,C10777,534045345,0.0,0.0,,14
淘宝,C10783,508055471,4.9,4.926666666666667,,30
淘宝,C10822,524626385,3.0,3.0633333333333335,,30
淘宝,C10844,507620469,4.7,4.33,,30
淘宝,C10885,507733658,0.0,0.0,,30
淘宝,C10887,1123314331,5.0,1.1666666666666667,,30
淘宝,C10897,1138570535,4.4,4.5633333333333335,,30
淘宝,C10915,507687237,5.0,4.783333333333333,,30
淘宝,C10981,1135884571,0.0,0.0,,12
淘宝,C10998,1126701026,4.9,4.946666666666667,,30
淘宝,C11006,1125553962,0.0,0.0,,30
淘宝,C11011,502055407,0.0,0.0,,1
淘宝,C11064,1128135671,5.0,5.0,,29
淘宝,C11077,1135343034,0.0,0.0,,7
淘宝,C11106,1127627513,5.0,5.0,,30
淘宝,C11116,502821924,0.0,0.0,,17
淘宝,C11120,508129045,0.0,0.0,,9
淘宝,C11128,1137960618,0.0,0.0,,30
淘宝,C11134,1144576141,0.0,0.0,,30
淘宝,C11141,1128299987,0.0,0.0,,30
淘宝,C11152,508118209,5.0,5.0,,30
淘宝,C11187,1144177298,0.0,0.0,,30
淘宝,C11217,508291873,0.0,0.0,,25
淘宝,C11251,1137342918,4.1,4.33,,30
淘宝,C11253,509977760,0.0,0.0,,2
淘宝,C11259,1161746337,0.0,0.0,,27
淘宝,C11274,164160240,0.0,0.0,,23
淘宝,C11300,521505544,0.0,0.0,,14
淘宝,C11328,509845079,5.0,4.703333333333333,,30
淘宝,C11330,509797020,0.0,0.0,,30
淘宝,C11343,537081607,4.7,4.67,,30
淘宝,C11350,509109690,0.0,0.0,,17
淘宝,C11369,509217702,0.0,4.0,,30
淘宝,C11397,1197729228,0.0,0.0,,27
淘宝,C11413,1151000510,3.8,3.8,,30
淘宝,C11437,509871558,5.0,4.666666666666667,,30
淘宝,C11441,2131647362,4.3,4.385714285714285,,28
淘宝,C11458,532185441,5.0,5.0,,30
淘宝,C11472,509253404,5.0,5.0,,30
淘宝,C11485,531998682,0.0,0.0,,10
淘宝,C11487,2045886987,0.0,0.0,,3
淘宝,C11498,505563159,5.0,4.333333333333333,,30
淘宝,C11499,522355223,0.0,0.0,,10
淘宝,C11505,510370968,0.0,0.0,,2
淘宝,C11531,509677946,0.0,0.0,,25
淘宝,C11537,1178379695,0.0,0.0,,1
淘宝,C11560,1166569888,5.0,5.0,,30
淘宝,C11565,510466869,0.0,0.0,,17
