门店ID,门店名称,分公司,战区,省区,办事处,门店状态,门店类型,加盟&直营,门店分类,美团id,饿了么id,京东秒送id,微盟小程序id,口碑id,美团团购id,抖音id,快手id,高德平台id,TCODE,是否能做线上
C08986,三亚海棠湾风情小镇专卖店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,街铺,11880068,2096030467,16914160.0,6014892693849,600705,1559043749,6971920086911158310,,2026031711077000000115316657|xiniu_xgc_bgc,1,是
C08987,江苏盐城建湖大润发店,浙江公司,苏州战区,江苏省区,南京办,关店,专卖店,加盟,商超,12353177,,,6013969285849,600763,,,,,1,是
C08991,赣州石城家家乐店,江西公司,赣州战区,江西一区,赣州办,关店,专卖店,加盟,综合体,13130690,,,,600800,,,,,1,是
C08992,漳州平和东大路店,江西公司,厦门战区,福建省区,闽南办,关店,专卖店,加盟,街铺,14872947,502632036,,,600780,,,,,1,是
C08994,山东社区电商平台团购渠道,浙江公司,青岛战区,山东省区,青岛办,关店,渠道店,加盟,,,,,,,,,,,1,是
C08996,济南橙子便利店,浙江公司,青岛战区,山东省区,济南办,关店,专卖店,加盟,商超,,,,,,,,,,1,是
C08997,淄博麦格便利店,浙江公司,青岛战区,山东省区,潍坊办,关店,渠道店,加盟,,,,,,,,,,,1,是
C08999,直属普宁商品城一专卖店,广东公司,东莞战区,广东省区,惠汕办,关店,专卖店,直营,街铺,12792576,2098826484.0,,6013994225849,600920.0,1475451969.0,6601139617359988743,3003601475583811927,,1,是
C09000,直属普宁商品城二店专卖店,广东公司,东莞战区,广东省区,惠汕办,关店,专卖店,直营,街铺,,,,,,,,,,1,是
C09001,直属广州大道圣地专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,直营,街铺,13110756,2099372127,16638072.0,6013993729849,601012,1915021725,6935184501790214178,3002287494777086843,2026032111077000000115559080|xiniu_xgc_bgc,1,是
C09002,湖北潜江园林路步行街店,江西公司,九江战区,湖北办,湖北办,关店,专卖店,加盟,街铺,11937237,502498025,,,,,,,,1,是
C09003,日照莒县祥云百家乐店,浙江公司,青岛战区,山东省区,青岛办,关店,专卖店,加盟,,,,,,,,,,,1,是
C09005,济南天桥大润发,浙江公司,青岛战区,山东省区,济南办,关店,专卖店,加盟,商超,12107745,2096774626,,6015060199849,600807,1546674107,7003962725839833102,3002352594019953952,,1,是
C09006,义乌陆港社区店,浙江公司,杭州战区,浙江省区,金衢办,关店,专卖店,加盟,街铺,11760204,502603512,,6013953966849,601055,,7077775112203667471,,,1,是
C09007,杭州临平高柏悦中心店,浙江公司,杭州战区,浙江省区,杭州办,关店,专卖店,加盟,,,,,,,,,,,1,是
C09008,济南融创茂家家悦,浙江公司,青岛战区,山东省区,济南办,关店,专卖店,加盟,商超,,,,,,,,,,1,是
C09010,宜春奉新华林广场店,江西公司,南昌二战区,江西二区,宜春办,正常营业,专卖店,加盟,街铺,12111662,2096672913,17662761.0,6015131826849,600814,1941039955,6747285729644120078,3002803908304577520,2025111911077000000113708617|xiniu_xgc_bgc,1,是
C09012,日照莒县祥云店,浙江公司,青岛战区,山东省区,青岛办,关店,专卖店,加盟,街铺,11665449,,,,600974,1913351159,,,,1,是
C09014,九江莲花怡溪苑店,江西公司,九江战区,江西二区,九江办,关店,专卖店,加盟,街铺,,,,6015128812849,600797,,6960656526641989673,,,1,是
C09015,陕西安康巴山中路店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专卖店,加盟,街铺,11765852,502213352,,6013996838849,600677,1637717431,6867889285417142272,,,1,是
C09016,宁波天一华润万家店,浙江公司,杭州战区,浙江省区,宁波办,关店,专卖店,加盟,综合体,,,,,,,,,,1,是
C09017,广西北流步行街专卖店,广东公司,南宁战区,广西省区,南宁办,关店,专卖店,加盟,街铺,11982066,502528144,,,601122,,,,,1,是
C09018,城市溪地超市店,江西公司,南昌一战区,江西二区,南昌三办,关店,专卖店,加盟,街铺,12785681,503423867.0,,6015167025849,600848,,,,,1,是
C09019,忻州华美超市团结店,陕西公司,西安战区,山西办,山西办,关店,专卖店,加盟,商超,,,,6013998617849,600981,1552051320,7019540041504393254,,,1,是
C09020,陕西安康巴山东路万友超市店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专卖店,加盟,商超,,,,,,,,,,1,是
C09021,陕西商洛山阳西河店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专卖店,加盟,街铺,11915212,502508201,,6013997133849,600684,1291569916,6955740343384819742,,,1,是
C09022,义乌商贸城2店,浙江公司,杭州战区,浙江省区,金衢办,关店,渠道店,加盟,综合体,,,,,,,,,,1,是
C09023,象湖旺中旺店,江西公司,南昌一战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,12150133,502729823,,6015118656849,600817,1635498447,6856901661391128588,3003872392723015045,,1,是
C09024,晋江万达广场二店,江西公司,厦门战区,福建省区,闽南办,关店,专卖店,加盟,综合体,11828513,502506735,,6014011279849,600781,,7291474974752114699,,,1,是
C09025,宁德运生专卖店,江西公司,福州战区,福建省区,闽北办,关店,专卖店,加盟,街铺,12730248,503482493,,6014906447849,600875,1083242334,6968584579984656414,3002909448558482799,,1,是
C09026,直属上海嘉定中信泰富万达店,浙江公司,上海战区,上海省区,上海一办,关店,专卖店,直营,综合体,,,,,,,,,,1,是
C09028,宜春万载小春食品店,江西公司,宜春战区,江西二区,宜春办,关店,专卖店,加盟,街铺,,,,6015167339849,600847,,7085957564587837440,,,1,是
C09029,青海西宁朝阳华联店,陕西公司,西安战区,陕西省区,兰州办,关店,专卖店,加盟,商超,12200345,502890520,,6013966015849,600812,726962082,6977859517388163102,,,1,是
C09030,青海西宁长江路华联店,陕西公司,西安战区,陕西省区,兰州办,关店,专卖店,加盟,商超,11746129,502252354,,6013965740849,600676,1705962795,,,,1,是
C09034,东莞石龙金源东路专卖店,广东公司,东莞战区,广东省区,东莞办,关店,专柜店,加盟,街铺,12044871,502738025,,6014133061849,601005,1750019759,,,,1,是
C09035,抚南宜黄河东大道店,江西公司,抚州战区,江西一区,鹰抚办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C09036,北京天通苑家乐福店,陕西公司,北京战区,京津冀省区,北京办,关店,专卖店,加盟,商超,cover_C09036_12013402,,,,cover_C09036_601184,,,,,1,是
C09037,日照莒县古城商业街店,浙江公司,青岛战区,山东省区,青岛办,关店,专卖店,加盟,交通枢纽,12446688,,,,600975,,,,,1,是
C09038,东莞南城黄金路专卖店,广东公司,东莞战区,广东省区,东莞办,关店,专卖店,加盟,街铺,12071083,2096778289,,6014147724849,,,,,,1,是
C09039,直属西站大街店,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,直营,街铺,13860852,336685265,14305205.0,6014199819849,248722,180484331,6601197098278848519,3003657563415945318,2025111911077000000113661663|xiniu_xgc_bgc,1,是
C09040,温州龙湾玖仟客专卖店,浙江公司,杭州战区,福建省区,浙南办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C09042,东莞大朗水平莱奥广场专卖店,广东公司,东莞战区,广东省区,东莞办,关店,专卖店,加盟,街铺,12192710,502642729,,6015267445849,600924,,6994698597522475015,,,1,是
C09044,济南机场二店,浙江公司,青岛战区,山东省区,济南办,关店,专柜店,加盟,高势能,,,,,,,,,,1,是
C09045,珠海金湾机场店,广东公司,广州战区,广东省区,中珠办,正常营业,专卖店,加盟,高势能,,,,,,,,,,1,否
C09046,惠州沥林九龙百货专卖店,广东公司,东莞战区,广东省区,惠汕办,关店,专卖店,加盟,街铺,11880049,2096035454,,6014251821849,600699,1194760472,7223264444032223287,3002751738239095176,,1,是
C09047,杭州丁桥长睦路店,浙江公司,杭州战区,浙江省区,杭州办,关店,专卖店,加盟,街铺,11843010,502603508,,,,,,,,1,是
C09052,景德镇月亮湖服务区东区店,江西公司,九江战区,江西二区,景德镇办,正常营业,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C09053,景德镇月亮湖服务区西区店,江西公司,九江战区,江西二区,景德镇办,正常营业,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C09056,沈阳北站城市广场二店,陕西公司,沈阳战区,辽吉省区,沈阳办,关店,专卖店,加盟,高势能,,,,,,,,,,1,是
C09057,南宁西关店,广东公司,南宁战区,广西省区,南宁办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C09058,扶绥中都新世界专卖店,广东公司,南宁战区,广西省区,南宁办,关店,专卖店,加盟,商超,12005350,502518148,,,,,,,,1,是
C09059,广州天河车陂专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,加盟,街铺,,,,6014224760849,269395,169750383.0,cover_C09059_6626336895833999368,cover_C09059_3002352810012349658,,1,是
C09060,长治城隍庙店,陕西公司,西安战区,山西办,山西办,关店,专卖店,加盟,街铺,12540662,503419242,,,600980,1441315405,,,,1,是
C09064,鹰抚鹰潭煌上煌天洁东路店,江西公司,抚州战区,江西一区,鹰抚办,正常营业,专卖店,加盟,街铺,2947445,508026561,,6015129837849,,1958632497,7037691717075601408,3002801526920155642,,1,是
C09068,莆田笏石专卖店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,街铺,11974944,502506722,,,600785,,,,,1,是
C09069,安顺云峰服务区一店,重庆公司,贵阳战区,云贵省区,遵义办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C09070,重庆荣昌莲花广场店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,加盟,街铺,11930578,,,6015022314849,600754,cover_C09070_1881320113,,,,1,是
C09071,直属北京首都机场T3一店,陕西公司,北京战区,京津冀省区,北京办,关店,专卖店,直营,高势能,,,,,,,,,,1,是
C09072,直属北京首都机场T3二店,陕西公司,北京战区,京津冀省区,北京办,关店,专卖店,直营,高势能,,,,,,,,,,1,是
C09073,直属上海虹桥火车站出发层店,浙江公司,上海战区,上海省区,上海一办,关店,专卖店,直营,高势能,,,,,,,,,,1,是
C09076,宝安光明白花专卖店,广东公司,深圳战区,广东省区,宝安办,关店,专卖店,加盟,街铺,12071087,502780984,14594552.0,6014378304849,600929,1727531466,6968584330612328462,3002003228439875587,2026031711077000000115251659|xiniu_xgc_bgc,1,是
C09077,贵州独山永辉店,重庆公司,贵阳战区,云贵省区,贵阳办,关店,专卖店,加盟,商超,,,,,600733,,,,,1,是
C09078,华润印象汇店,江西公司,南昌一战区,江西二区,南昌三办,关店,专柜店,加盟,商超,11105673,,,6015119496849,601086,,,,,1,是
C09079,河南罗山西亚丽宝广场店,陕西公司,郑州战区,河南省区,河南外阜办,关店,专卖店,加盟,商超,12035939,502571026,,,600893,729821817,,,,1,是
C09089,河南平舆建设街店,陕西公司,郑州战区,河南省区,驻马店办,关店,专卖店,加盟,街铺,11932525,502493118,,,600755,1541600450,,,,1,是
C09091,长沙岳麓区玉兰路店,江西公司,长沙战区,湖南省区,长沙办,关店,专卖店,加盟,交通枢纽,11893845,502499444,,,,,,,,1,是
C09093,济南社区电商渠道,浙江公司,青岛战区,山东省区,济南办,关店,渠道店,加盟,,,,,,,,,,,1,是
C09094,临沂社区电商渠道,浙江公司,青岛战区,山东省区,济南办,关店,渠道店,加盟,,,,,,,,,,,1,是
C09095,烟台社区电商渠道,浙江公司,青岛战区,山东省区,烟威办,关店,渠道店,加盟,,,,,,,,,,,1,是
C09096,潍坊社区电商渠道,浙江公司,青岛战区,山东省区,淄博办,关店,渠道店,加盟,,,,,,,,,,,1,是
C09097,济宁社区电商渠道,浙江公司,青岛战区,山东省区,济南办,关店,渠道店,加盟,,,,,,,,,,,1,是
C09098,东莞大朗松木山专卖店,广东公司,东莞战区,广东省区,东莞办,关店,专卖店,加盟,街铺,11997704,502523113,,,601011,1728095339,,,,1,是
C09099,鹰抚贵溪煌上煌冶金南路店,江西公司,抚州战区,江西一区,鹰抚办,正常营业,专卖店,加盟,街铺,14214252,2136910435,16638039.0,6015131835849,,709038111,7085897191025297444,3003727927413907483,,1,是
C09100,大连中央大道店,陕西公司,沈阳战区,辽吉省区,大连办,关店,专卖店,加盟,商超,10105125,,,6015117682849,601110,1671349992,7052131028269271070,3002503235504607926,,1,是
C09102,济南历城融创茂,浙江公司,青岛战区,山东省区,济南办,关店,专卖店,加盟,综合体,13144395,2098782849,,,600990,1049152997,,,,1,是
C09103,煌上煌经开智慧谷店,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,29926983,535925080,20617938.0,6015129848849,600951,1178422238,7280418087310985279,3003283337492604010,2025112011077000000113655786|xiniu_xgc_bgc,1,是
C09104,沈阳长青店,陕西公司,沈阳战区,辽吉省区,沈阳办,正常营业,专卖店,加盟,综合体,11485413,2086360283,16019775.0,6015116852849,600663,1443634301,6972662117774133261,3002901097158316562,,1,是
C09110,大连南关岭万盛店,陕西公司,沈阳战区,辽吉省区,大连办,关店,专卖店,加盟,商超,12938353,2099158490,,6015118756849,601103,1621341227,7068142465047332872,3002312644202930614,,1,是
C09111,肇庆大旺金海岸专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,加盟,商超,,,,6014225683849,600777,1529407119,6988344939994155044,3003022973254443785,,1,是
C09112,宜春奉新应星花园店,江西公司,南昌二战区,江西二区,宜春办,正常营业,专卖店,加盟,街铺,,,,6015167340849,601092,787581345,7023658801676961822,3002584650810889424,,1,是
C09113,葫芦岛大润发店,陕西公司,沈阳战区,辽吉省区,辽吉外阜办,关店,专卖店,加盟,商超,17231735,503165873,,6015116093849,600836,,7011329419893557284,3003078971808525642,,1,是
C09114,遵义中华路店,重庆公司,贵阳战区,云贵省区,遵义办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C09115,直属小蓝中路专卖店（扶贫馆）,上海公司,团购部,团购业务,团购业务,关店,渠道店,包装产品,特殊渠道,,,,,,,,,,1,
C09116,湖北武汉冰蓝自动化渠道店,江西公司,九江战区,湖北办,湖北办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C09124,昆明官渡古镇店,重庆公司,贵阳战区,云贵省区,昆明办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C09125,日照莒县新世纪城阳北路店,浙江公司,青岛战区,山东省区,青岛办,关店,专卖店,加盟,商超,11925634,,,,600976,,,,,1,是
C09126,八村昌九小区店,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,加盟,街铺,,,,6015119469849,600815,1441384313,7024074153648982046,3003010027848176082,2025112011077000000113668891|xiniu_xgc_bgc,1,是
C09131,京山农贸市场店,江西公司,南昌一战区,江西二区,南昌三办,关店,专卖店,加盟,街铺,,,,6015166120849,601093,,,,,1,是
C09132,直属北京西铁营万达二店,陕西公司,北京战区,京津冀省区,北京办,关店,专卖店,直营,综合体,,,,,,,,,,1,是
C09133,福建叮咚买菜,江西公司,厦门战区,福建省区,闽南办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C09134,邵阳县五峰铺店,江西公司,长沙战区,湖南省区,衡邵办,关店,专卖店,加盟,商超,13828786,2096346776,,,600864,,,,,1,是
C09135,佛山黄岐金箔广场专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,加盟,商超,13627682,2096030468,,6014293824849,600776,1179822561,7035463188489439265,,,1,是
C09136,宝安田寮牌坊专卖店,广东公司,深圳战区,广东省区,宝安办,关店,专卖店,加盟,街铺,12366970,503064757,,6014377703849,601000,5541389,7138353777744021545,3002016125247296339,,1,是
C09138,广州黄埔万科专卖店,广东公司,广州战区,广东省区,广佛办,关店,专柜店,加盟,街铺,12192709,502666249,,6014224694849,600909,915839769,,,,1,是
C09139,青海西宁中惠万达华联店,陕西公司,西安战区,陕西省区,兰州办,关店,专卖店,加盟,综合体,12416176,2097564002,,6013968013849,600866,581980950,7052182318701611044,3002051170999440311,,1,是
C09140,甘肃兰州银滩华联店,陕西公司,西安战区,陕西省区,兰州办,关店,专卖店,加盟,商超,12200344,,,,600811,643086847,7000743660308400164,,,1,是
C09142,南山前海世茂专卖店,广东公司,深圳战区,广东省区,宝安办,关店,专卖店,加盟,综合体,12453432,2097886037,,,600908,1971092929,,,,1,是
