门店ID,门店名称,分公司,战区,省区,办事处,门店状态,门店类型,加盟&直营,门店分类,美团id,饿了么id,京东秒送id,微盟小程序id,口碑id,美团团购id,抖音id,快手id,高德平台id,TCODE,是否能做线上
C08718,海口长流专卖店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,商超,19512915,1101868518,,6015241029849,600821,1190724187,7122067205382113288,3002822436556612890,,1,是
C08719,中山三角大信专卖店,广东公司,广州战区,广东省区,中珠办,关店,专卖店,加盟,综合体,,,,,,,,,,1,是
C08720,直属西安盛龙广场华润万家店,陕西公司,西安战区,陕西省区,西安办,关店,专卖店,直营,商超,11004372,501735716,,,600602,776739790,6737492832749111309,,,1,是
C08721,红谷滩丰和苑店,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,11176083,2082701388,,6015118683849,600612,1842711527,7010581412659071012,3002804202440922549,2025112011077000000113695701|xiniu_xgc_bgc,1,是
C08722,京东小区店,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,加盟,街铺,,,,6015119055849,600852,,,3003711120779226881,,1,是
C08725,直属北京永辉清河店,陕西公司,北京战区,京津冀省区,北京办,关店,专卖店,直营,商超,,,,,,,,,,1,是
C08728,九江浔阳西路曼城金街店,江西公司,九江战区,江西二区,九江办,关店,专卖店,加盟,街铺,11105770,501867190,16384119.0,6015165844849,600605,742859470,6936296825573869598,6724909544113426764,,1,是
C08729,江门大融城专卖店,广东公司,广州战区,广东省区,中珠办,关店,专卖店,加盟,商超,11768749,1105398288,15967937.0,6014264130849,600690,6890380,6601196093403301901,3003027215485968768,2025112011077000000113722683|xiniu_xgc_bgc,1,是
C08730,河南镇平万德隆店,陕西公司,郑州战区,河南省区,河南外阜办,关店,专卖店,加盟,商超,10972320,2076296987,16256686.0,6013992379849,600678,1944463940,6919626277796186120,,,1,是
C08731,上海怡尚食品,浙江公司,上海战区,上海省区,上海一办,正常营业,经销,加盟,特殊渠道,,,,,,,,,,1,是
C08735,象湖瑶池公寓店,江西公司,南昌一战区,江西二区,南昌四办,正常营业,专卖店,加盟,街铺,11948784,502488226,14270472.0,6015119473849,600606,817929409,6946687368178960388,3002381375603287032,2026031011077000000115308028|xiniu_xgc_bgc,1,是
C08736,遵义马家湾湘源国际店,重庆公司,贵阳战区,云贵省区,遵义办,关店,专卖店,加盟,街铺,10968652,502039668,,,600734,545001611,,,,1,是
C08737,安顺庭院街北京华联店,重庆公司,贵阳战区,云贵省区,遵义办,关店,专卖店,加盟,商超,,,,,600738,,,,,1,是
C08738,年代星辰店,江西公司,南昌一战区,江西二区,南昌三办,正常营业,专卖店,加盟,街铺,,,,6015601115849,,1002804895,7149817422726318116,3003629234478391952,2025111911077000000113753131|xiniu_xgc_bgc,1,是
C08739,三亚乐天城商业广场专卖店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,街铺,,,,6014904271849,600709,,7158383268201498664,,,1,否
C08740,宁德周宁永辉专卖店,江西公司,福州战区,福建省区,闽北办,关店,专卖店,加盟,商超,12279218,502925312,,6015712829849,600634,1825234202,7137509666384250912,3003156880114028790,,1,是
C08742,湘潭华隆步步高店,江西公司,长沙战区,湖南省区,株洲办,关店,专卖店,加盟,商超,11126118,501862539,,,600767,168902017,,,,1,是
C08746,步步高凤凰印象店,江西公司,南昌一战区,江西一区,南昌一办,关店,专卖店,加盟,综合体,11105671,,,,600613,,,,,1,是
C08747,直属哈尔滨乐松家乐福店,陕西公司,沈阳战区,辽吉省区,哈尔滨办,关店,专卖店,直营,综合体,9518174,502042792,,,296951,1537237515,,,,1,是
C08748,直属哈尔滨中央大街店,陕西公司,沈阳战区,辽吉省区,哈尔滨办,关店,专卖店,直营,街铺,13021533,503774959,,6015119290849,600956,,,,,1,是
C08749,三亚红沙旺毫专卖店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,街铺,11049016,502116039,,6014894478849,600710,1193055398,6995036686333954062,,,1,是
C08750,六盘水盘州佳慧超市店,重庆公司,贵阳战区,云贵省区,遵义办,关店,专卖店,加盟,商超,11169418,501925125,,,600736,1052391070,,,,1,是
C08751,济南槐荫圣豪超市,浙江公司,青岛战区,山东省区,济南办,关店,专卖店,加盟,商超,11352320,502036759,,,600631,898281145,,,,1,是
C08752,永州火车站店,江西公司,长沙战区,湖南省区,衡邵办,关店,专柜店,加盟,高势能,,,,6015165182849,601070,,,,,1,是
C08753,南天阳光天虹店,江西公司,南昌一战区,江西一区,南昌一办,关店,专卖店,加盟,街铺,12150119,502589731,,,,,,,,1,是
C08754,直属洪都中心农贸市场店,其他,南昌区域,煌大江西一区,南昌办,正常营业,,直营,,,,,,,,,,,1,否
C08758,直属江苏无锡惠山万达永辉店,浙江公司,苏州战区,江苏省区,苏州办,关店,专卖店,直营,综合体,11622030,502425640,,,600661,,,,,1,是
C08760,广西百色服务区专卖店,广东公司,南宁战区,广西省区,南宁办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C08762,芸薇食品,陕西公司,西安战区,陕西省区,西安办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C08766,直属上海家乐福联洋店,浙江公司,上海战区,上海省区,上海一办,关店,专卖店,直营,商超,11819708,502116672,,6013775730849,600623,1792810403,,,,1,是
C08767,上海亚乐城永辉店,浙江公司,上海战区,上海省区,上海一办,关店,专卖店,加盟,商超,cover_C08767_11630448,cover_C08767_2091745213,,,cover_C08767_600658,cover_C08767_1454694624,,,,1,是
C08768,楚雄观音阁广场店,重庆公司,贵阳战区,云贵省区,昆明办,关店,专卖店,加盟,街铺,cover_C08768_10433743,cover_C08768_2059129604,,,cover_C08768_600428,,,,,1,是
C08769,直属南宁朝阳地铁专卖店,广东公司,南宁战区,广西省区,南宁办,关店,专卖店,直营,交通枢纽,2000518298,2000518298,,,cover_C08769_185153,,,,,1,是
C08770,大连西岗盒马鲜生店,陕西公司,沈阳战区,辽吉省区,大连办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C08771,美团优选(辽宁),陕西公司,沈阳战区,辽吉省区,辽吉直营办,关店,渠道店,加盟,,,,,,,,,,,1,是
C08772,宜春万载东门店,江西公司,宜春战区,江西二区,宜春办,关店,专卖店,加盟,街铺,11506765,,,6015130821849,600630,,6651184046980270094,,,1,是
C08773,新余服务区北区店,江西公司,宜春战区,江西一区,丰新办,关店,专卖店,加盟,交通枢纽,,,,6015167626849,,,,,,1,是
C08774,新余服务区南区店,江西公司,宜春战区,江西一区,丰新办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C08777,抚南南城孔家岭店,江西公司,抚州战区,江西一区,鹰抚办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C08778,蒋巷农贸市场店,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,加盟,街铺,,,,6015150809849,,,,3003809747961554130,,1,是
C08783,直属新建聚源市场店,江西公司,南昌一战区,煌大江西一区,南昌办,正常营业,,直营,,,,,,,,,,,1,否
C08785,海南海花岛专卖二店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,交通枢纽,11098896,502528122,,6014905169849,600714,,6994671185367828517,,,1,是
C08787,陕西安康兴安东路店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专卖店,加盟,街铺,12523460,2124758420,,6013996916849,600610,,7024416057733416996,,,1,是
C08796,直属铁路五村店,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,直营,街铺,15281570,507284737,14305198.0,6014198142849,600615,189917673,6601140423916259341,3003668271264506745,2025111911077000000113610988|xiniu_xgc_bgc,1,是
C08798,萍乡上栗御景湾店,江西公司,宜春战区,江西二区,宜春办,关店,专卖店,加盟,商超,,,,,164728,,,,,1,是
C08799,龙江花园百分百超市店,江西公司,南昌一战区,江西一区,南昌二办,正常营业,专卖店,加盟,街铺,31742023,541570015,16638075.0,6015129805849,600614,1074382955,6988350138955597832,3002524280388854340,2025111911077000000113702670|xiniu_xgc_bgc,1,是
C08801,丽景天虹店,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,综合体,,,,6015116872849,600853,1656184649,6901417771356129280,6724909422163909044,2025112011077000000113754352|xiniu_xgc_bgc,1,是
C08802,重庆江北金观音美食天街店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,加盟,街铺,11358961,502241167,,,600752,,,,,1,是
C08804,直属福州三坊七巷专卖店,江西公司,福州战区,福建省区,直营组,关店,专卖店,直营,街铺,21251938,502068213,16383988.0,6013965348849,600637,834885,6712201564729149443,3002969882922886231,2026031211077000000115241340|xiniu_xgc_bgc,1,是
C08809,直属深盐华润专卖店,广东公司,深圳战区,广东省区,龙岗办,关店,专卖店,直营,街铺,,,,,,,,,,1,是
C08810,直属龙岗双龙步行街店,广东公司,深圳战区,广东省区,龙岗办,关店,专卖店,直营,街铺,,,,,,,,,,1,是
C08811,温州乐清北白象专卖店,浙江公司,杭州战区,福建省区,浙南办,关店,专卖店,加盟,街铺,11306556,2083015726,,,600642,1524034004,,,,1,是
C08812,直属宝安区新沙缤纷专卖店,广东公司,深圳战区,广东省区,宝安办,关店,专卖店,直营,街铺,,,,,,,,,,1,是
C08813,岳阳同城购店,江西公司,长沙战区,湖南省区,长沙办,正常营业,经销,加盟,特殊渠道,,,,,,,,,,1,是
C08814,长沙知花知果店,江西公司,长沙战区,湖南省区,长沙办,正常营业,经销,加盟,街铺,,,,,,,,,,1,是
C08816,美团优选(合肥),浙江公司,苏州战区,安徽办,安徽办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C08817,直属福州长乐机场专卖店,江西公司,福州战区,福建省区,福州办,关店,专卖店,直营,高势能,,,,,,,,,,1,是
C08818,直属厦门站候车室店,江西公司,厦门战区,福建省区,闽南办,关店,专卖店,直营,高势能,,,,,,,,,,1,是
C08819,直属上海金谊广场华润万家店,浙江公司,上海战区,上海省区,上海一办,关店,专卖店,直营,商超,12037798,502131129,,,600659,,,,,1,是
C08820,三江财富广场店,江西公司,南昌一战区,江西二区,南昌四办,关店,专卖店,加盟,街铺,,,,,600843,,,,,1,是
C08821,重庆南坪四公里枢纽二店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,加盟,交通枢纽,,,,6015452514849,600751,,6997604885805926431,3002332889772335657,,1,是
C08822,丽江七星街一店,重庆公司,贵阳战区,云贵省区,昆明办,关店,专卖店,加盟,街铺,11311407,502236154,,6015022316849,600742,1687817473,6953091595319117865,6724909544129978753,,1,是
C08823,直属上海新田360广场店,浙江公司,上海战区,上海省区,上海一办,关店,专卖店,直营,商超,,,,,,,,,,1,是
C08824,温州苍南东方魅力专卖店,浙江公司,杭州战区,福建省区,浙南办,关店,专柜店,加盟,街铺,11327864,2083201719,,6014013104849,600641,,7202790572451432505,,,1,是
C08825,江西王府井购物中心（6F-058）号商铺（直营独椒戏）,其他,南昌区域,独椒戏,独椒戏(南昌),正常营业,,直营,,,,,,,,,,,1,否
C08826,江西王府井购物中心（B1-024）号店铺（直营独椒戏）,其他,南昌区域,独椒戏,独椒戏(南昌),正常营业,,直营,,,,,,,,,,,1,否
C08829,沈阳大太阳美团优选渠道店,陕西公司,沈阳战区,辽吉省区,沈阳办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C08830,中山三乡华丰花园专卖店,广东公司,广州战区,广东省区,中珠办,关店,专卖店,加盟,街铺,11890888,502288400,,6014315003849,600687,,,,,1,是
C08837,三亚海棠湾后海专卖店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,街铺,,,,,600708,,,,,1,是
C08838,陕西商洛工农路华润万家店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专卖店,加盟,商超,11620064,502206006,,6013996455849,600683,1319115732,7146127168505022464,,,1,是
C08839,直属重庆万州万达永辉店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,直营,综合体,9694382,,,6014201350849,332911,1094454742,,,,1,是
C08840,直属上海南站北广场店,浙江公司,上海战区,上海省区,上海一办,关店,专卖店,直营,高势能,,,,6013775327849,601196,,,,,1,否
C08842,橙心优选(杭州)加盟,浙江公司,杭州战区,浙江省区,杭州办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C08845,直属独椒戏经开乐盈店,其他,南昌区域,独椒戏,独椒戏(南昌),正常营业,,直营,,,,,,,,,,,1,否
C08846,新化友阿沃尔玛店,江西公司,长沙战区,湖南省区,株洲办,关店,专卖店,加盟,街铺,11739131,502208607,,6015164998849,601024,568832028,6988344883597543432,3002681102006658253,,1,是
C08847,海口定安天安百货广场专卖店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,商超,11480780,,,,,,,,,1,是
C08848,河南新县西亚丽宝广场店,陕西公司,郑州战区,河南省区,河南外阜办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C08849,罗湖湖贝新村专卖店,广东公司,深圳战区,广东省区,龙岗办,关店,专卖店,加盟,街铺,11557709,502130752,,,600695,1976802979,,,,1,是
C08850,直属曲靖麒麟交通路沃尔玛店,重庆公司,贵阳战区,云贵省区,昆明办,关店,专卖店,直营,商超,,,,,,,,,,1,是
C08851,甘肃兰州飞天华联店,陕西公司,西安战区,陕西省区,兰州办,关店,专卖店,加盟,商超,11746131,,,6016775805849,600675,1068804419,7001459883397400584,,,1,是
C08852,遵义深圳路和天下超市店,重庆公司,贵阳战区,云贵省区,遵义办,关店,专卖店,加盟,商超,11691374,502241159,,,600737,,,,,1,是
C08853,盘锦万达比优特店,陕西公司,沈阳战区,辽吉省区,辽吉外阜办,关店,专卖店,加盟,综合体,17619319,,,6015117857849,600791,,,3002125555474895867,,1,否
C08860,陕西商洛商州北新街店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专卖店,加盟,街铺,11620065,502169671,,,600682,1269684070,,,,1,是
C08861,茂名电白人民路专卖店,广东公司,广州战区,广东省区,中珠办,关店,专卖店,加盟,街铺,11480726,502135715,,6014315709849,600691,,,,,1,是
C08863,贵阳云岩区延安东路店,重庆公司,贵阳战区,云贵省区,贵阳办,关店,专卖店,加盟,街铺,11559427,502208569,,,600730,193886764,,,,1,是
C08864,贵阳云岩大十字地下商城店,重庆公司,贵阳战区,云贵省区,贵阳办,关店,专卖店,加盟,街铺,11930541,,,6014997613849,600729,1813921503,7084221015479289890,3003733663944188652,,1,是
C08866,湖北荆州石首碧玉街专卖店,江西公司,九江战区,湖北办,湖北办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C08869,上海美团买菜上海仓,浙江公司,上海战区,上海省区,上海一办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C08871,深圳高铁北站三专卖店,广东公司,深圳战区,广东省区,宝安办,关店,专卖店,加盟,高势能,,,,,,,,,,1,是
C08876,河南驻马店玖隆茂店,陕西公司,郑州战区,河南省区,驻马店办,关店,专卖店,加盟,街铺,11820577,502277952,,6013996359849,600756,1806374975,6951270121859975198,,,1,是
C08878,琼海越幕广场专卖店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,街铺,11551682,502269638,,6014894370849,600715,,,,,1,是
C08879,龙岩新罗莲东专卖店,江西公司,厦门战区,福建省区,闽南办,关店,专卖店,加盟,街铺,14626897,2087333211,,,600664,,,,,1,是
C08880,漳州漳浦海滨城专卖店,江西公司,厦门战区,福建省区,闽南办,关店,专卖店,加盟,街铺,11590445,2085228459,,6014012584849,600638,,6996505688763533326,,,1,是
C08881,九龙国体明园中心店,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,综合体,13404401,2096040131,16256703.0,6015116073849,600798,933364631,6948542267112032286,3002378591597211110,2026031011077000000115099988|xiniu_xgc_bgc,1,是
C08885,漳州万达广场专卖店,江西公司,厦门战区,福建省区,闽南办,关店,专卖店,加盟,综合体,19904321,,,,600778,,,,,1,是
C08886,阜新大润发海州店,陕西公司,沈阳战区,辽吉省区,辽吉外阜办,关店,专卖店,加盟,商超,12491243,,,,,,,,,1,是
C08887,佳木斯大润发万新店,陕西公司,沈阳战区,辽吉省区,哈尔滨办,关店,专卖店,加盟,商超,13586039,2095943132,,6015116684849,601205,,6988341215599003662,3002298715000443145,,1,是
C08888,佳木斯大润发向阳店,陕西公司,沈阳战区,辽吉省区,哈尔滨办,关店,专卖店,加盟,商超,13586041,2095983025,,6015115171849,601204,1511518936,6988712141893142558,3002041032065754464,,1,是
C08889,东莞东城莞寓专卖店,广东公司,东莞战区,广东省区,东莞办,关店,专柜店,加盟,街铺,12397507,,,6015118833849,,1667563318,7024778065225975838,3003094342722823101,,1,是
C08890,直属深圳北站候车东专卖店,广东公司,深圳战区,广东省区,宝安办,关店,专卖店,直营,高势能,,,,,,,,,,1,是
C08891,福州阳光天地专卖店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,商超,24832379,797844,15967970.0,6014009859849,601053,1862288385,7010955130858113037,3002630654602776657,,1,是
C08892,宁德莱茵城专卖店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,商超,,,,,,,,,,1,是
C08894,福州闽侯南屿江口店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,商超,3936263,159189632,,6014012478849,600636,77801714,6601193546072459277,3002275541125704966,,1,是
C08895,揭阳榕城仙桥店,广东公司,东莞战区,广东省区,惠汕办,正常营业,专卖店,加盟,街铺,11616645,502252435,,6014299433849,600700,1225522429,6954291555944138765,3002804509805942056,,1,是
C08896,合肥滨湖世纪金源店,浙江公司,苏州战区,安徽办,安徽办,关店,专卖店,加盟,商超,,,,,,,,,,1,是
C08897,合肥中信悦方永辉店,浙江公司,苏州战区,安徽办,安徽办,关店,专卖店,加盟,商超,,,,,,,,,,1,是
C08899,杭州嘉兴桐乡西郊庄园店,浙江公司,杭州战区,浙江省区,杭州办,关店,专卖店,加盟,街铺,,,,6013954537849,,,6953367301030676511,,,1,是
C08900,合创日用食品,江西公司,南昌一战区,江西一区,南昌二办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C08902,大连中山区纯K店,陕西公司,沈阳战区,辽吉省区,大连办,暂停营业,团购账户（购销）,加盟,特殊渠道,,,,,,,,,,1,是
C08903,沈阳广鑫顺蒲河店,陕西公司,沈阳战区,辽吉省区,沈阳办,关店,专卖店,加盟,商超,,,,6015118548849,600786,,,,,1,否
C08904,鹰抚好益家超市店,江西公司,抚州战区,江西一区,鹰抚办,关店,专卖店,加盟,街铺,13424217,2127936106,16638229.0,6015150112849,601082,1306129000,6970065075121948706,3003750976235381375,,1,是
C08905,中山小榄升平路专卖店,广东公司,广州战区,广东省区,中珠办,关店,专卖店,加盟,综合体,12044868,cover_C08905_502494510,,6014224492849,600688,1055909875.0,cover_C08905_6895113589749712910,6724909283388934361,,1,是
C08906,樟树东站店,江西公司,南昌二战区,江西一区,丰新办,正常营业,专卖店,加盟,高势能,,,,6015168035849,,,,,,1,是
C08908,秦皇岛乐都汇华润店,陕西公司,北京战区,京津冀省区,天津办,关店,专卖店,加盟,商超,,,,,600670,,,,,1,是
C08909,进贤中山大道益达万家店,江西公司,南昌二战区,江西二区,南昌四办,正常营业,专卖店,加盟,商超,,,,6015164339849,,1976539342,7024413042993547295,3002803826423599643,,1,是
C08910,宝安国际会展中心专卖店,广东公司,深圳战区,广东省区,宝安办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C08911,福州连江华光路专卖店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,街铺,,,,6014009349849,600665,,7160125269762639909,6724909544130127291,,1,是
C08912,湘潭板塘铺店,江西公司,长沙战区,湖南省区,株洲办,关店,专卖店,加盟,街铺,11912053,502518157,,6015129932849,600766,,7018782716569061389,,,1,是
C08914,沈阳鑫大刚中金启城店,陕西公司,沈阳战区,辽吉省区,沈阳办,关店,专卖店,加盟,街铺,,,,6015120052849,601107,,,,,1,是
C08916,深圳市锦盛餐饮 （高调纯k）,广东公司,深圳战区,广东省区,宝安办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C08917,直属南京吾悦广场店,浙江公司,苏州战区,江苏省区,南京办,关店,专卖店,直营,商超,cover_C08917_11666668,cover_C08917_502287489,,,600649,cover_C08917_1723610222,,,,1,是
C08919,美团优选上海仓,浙江公司,上海战区,上海省区,上海一办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C08921,长沙火车站美宜佳2店,江西公司,长沙战区,湖南省区,长沙办,关店,渠道店,加盟,高势能,,,,,,,,,,1,是
C08922,宜春机场店,江西公司,宜春战区,江西二区,宜春办,正常营业,专卖店,加盟,高势能,,,,,,,,,,1,是
C08923,湛江鹰展假日广场专卖店,广东公司,广州战区,广东省区,中珠办,关店,专卖店,加盟,商超,11997703,502503324,,6014264128849,600769,1484124555,,,,1,是
C08924,铜锣湾广场店（直营独椒戏）,其他,南昌区域,独椒戏,独椒戏(南昌),正常营业,专卖店,直营,综合体,,,,,,,,,,1,否
C08925,江门荷塘天和广场专卖店,广东公司,广州战区,广东省区,中珠办,关店,专卖店,加盟,商超,11621356,2088760989,,6014225580849,600720,1186190060,7122814263927769092,3002004532688560720,,1,是
C08926,长胜农贸市场店,其他,南昌区域,煌大江西一区,南昌办,正常营业,,加盟,,,,,,,,,,,1,否
C08928,上海宝山区永辉超市宝龙广场店,浙江公司,上海战区,上海省区,上海一办,关店,专卖店,加盟,商超,,,,,,,,,,1,是
C08929,步步高南京东路店,江西公司,南昌一战区,江西一区,南昌二办,关店,专卖店,加盟,街铺,,,,,600726,,,,,1,是
C08931,美团优选安徽亳州仓,浙江公司,苏州战区,安徽办,安徽办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C08932,美团优选安徽芜湖仓,浙江公司,苏州战区,安徽办,安徽办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C08933,佳宜供应,陕西公司,西安战区,陕西省区,西安办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C08934,直属长春美团优选渠道店,陕西公司,沈阳战区,辽吉省区,长春办,关店,渠道店,直营,特殊渠道,,,,,,,,,,1,是
C08935,直属上海普陀华润万家光新店,浙江公司,上海战区,上海省区,上海一办,关店,专卖店,直营,商超,12245631,502497983,,,600760,572143133,,,,1,是
C08936,祁阳万联购物广场店,江西公司,长沙战区,湖南省区,衡邵办,关店,专卖店,加盟,商超,11617534,2089927148,,,600863,,,,,1,是
C08937,华润桃苑店,江西公司,南昌一战区,江西二区,南昌三办,正常营业,专卖店,加盟,街铺,18808582,1112301598.0,,6015167024849,600725,1336065818,7047058327963961383,3001992459502428533,2025112011077000000113697680|xiniu_xgc_bgc,1,是
C08938,祁阳兴浯路店,江西公司,长沙战区,湖南省区,衡邵办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C08939,直属西安南郊人人乐店,陕西公司,西安战区,陕西省区,西安办,关店,专卖店,直营,,,,,,,,,,,1,是
C08940,永州潇湘步行街店,江西公司,长沙战区,湖南省区,衡邵办,关店,专卖店,加盟,街铺,11738765,2092395027,,,600861,,,,,1,是
C08941,重庆涪陵广场路店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,加盟,街铺,11850666,,,,600753,1256695391,,,,1,是
C08942,直属西安中贸广场永辉店,陕西公司,西安战区,陕西省区,西安办,关店,专卖店,直营,商超,8360577,502016060,,,320775,1709520281,,,,1,是
C08943,温州茶山专卖店,浙江公司,杭州战区,福建省区,浙南办,关店,专卖店,加盟,街铺,168786686,168786686,,,,,,,,1,是
C08944,贵阳花溪地下步行街店,重庆公司,贵阳战区,云贵省区,贵阳办,关店,专卖店,加盟,街铺,9034618,1149090659,,6015014900849,600732,655776392,6722652103740803083,3002616043740008480,,1,是
C08945,温州鳌江银泰沃尔玛专卖店,浙江公司,杭州战区,福建省区,浙南办,关店,专卖店,加盟,商超,18377407,,,6014010792849,600779,1461506704,cover_C08945_7185026722377500727,3002756834206814661,,1,是
C08947,宝安簕竹角华生专卖店,广东公司,深圳战区,广东省区,宝安办,关店,专卖店,加盟,街铺,12072133,2096009643,,6015119750849,600724,165917681,,,,1,是
C08948,上饶余干东山大街店,江西公司,南昌二战区,江西二区,景德镇办,正常营业,专卖店,加盟,街铺,14282682,2096056756,17604989.0,6015115592849,600793,1512768610,7018126050211137576,,2025112011077000000113724717|xiniu_xgc_bgc,1,是
C08949,直属青山湖区乐卖特专柜,江西公司,南昌一战区,煌大江西一区,南昌办,正常营业,,直营,,,,,,,,,,,1,否
C08950,直属西湖区桃花三村店,江西公司,南昌一战区,煌大江西一区,南昌办,正常营业,,直营,,,,,,,,,,,1,否
C08953,佛山里水信和专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,加盟,街铺,11880050,502306330,,6014224596849,600719,820423846,7028106805880293383,3002380690682457380,,1,是
C08954,新建玉兰路店,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,,,,6015167358849,600854,518421863,7024097880071751688,3002803960318104673,,1,是
C08955,湾里漫和城店,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,12785789,2098522905,16638130.0,6015115184849,600855,1141930121,7083371323426080771,3002253903852147369,2026031011077000000115319023|xiniu_xgc_bgc,1,是
C08956,新建联盛超市店,江西公司,南昌一战区,江西一区,南昌一办,关店,专卖店,加盟,街铺,12159286,2096956811,,6015338926849,600856,1574866775,6995048380300789790,,,1,是
C08957,赣州锦辉宏昌超市店,江西公司,赣州战区,江西一区,赣州办,关店,专卖店,加盟,综合体,,,,6015165829849,600802.0,,6960656454403491879,,,1,是
C08958,佛山容桂天佑城专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,加盟,街铺,12088951,167691358,,6014225846849,600721,184506998.0,,,,1,是
C08963,（禁用）北京赣味正农商贸有限公司,陕西公司,北京战区,京津冀省区,北京办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,是
C08964,贵阳白云区奥马步行街店,重庆公司,贵阳战区,云贵省区,贵阳办,关店,专卖店,加盟,街铺,11850396,2096040124,,6015022000849,600731,690670968,6997612585331722254,3002941598434168849,,1,是
C08968,莆田黄石专卖店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,街铺,11939211,502511710,,,600782,,,,,1,是
C08969,沈阳家乐福塔湾店,陕西公司,沈阳战区,辽吉省区,沈阳办,关店,专卖店,加盟,商超,12290131,,,6015115771849,600788,,6601193687747659780,6724909523542005954,,1,是
C08970,河南中牟万邦家园店,陕西公司,郑州战区,河南省区,河南外阜办,关店,专卖店,加盟,街铺,11933397,,,6013998038849,600757,179460432,7148608813883459584,,,1,是
C08978,赣州石城好又多店,江西公司,赣州战区,江西一区,赣州办,关店,专卖店,加盟,商超,12529001,,,,600799,,,,,1,是
C08979,悦佳广场店,江西公司,南昌一战区,江西二区,南昌四办,关店,专卖店,加盟,街铺,5431407,,,6015116847849,,,7071091929731205133,3002623444048908708,,1,是
C08980,海南屯昌百佳汇专卖店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,商超,11880071,,15967930.0,6014893061849,600717,1580028811,6970945765711628288,,2026031311077000000115372294|xiniu_xgc_bgc,1,是
C08981,直属昌北机场检外二店,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,直营,高势能,,,,,,,,,,1,是
C08983,永州聚万金广场店,江西公司,长沙战区,湖南省区,衡邵办,关店,专卖店,加盟,街铺,11738259,2092444120,,,600862,,,,,1,是
C08984,义乌益公山店,浙江公司,杭州战区,浙江省区,金衢办,关店,专卖店,加盟,街铺,9408578,2042528832,,6013953965849,600818,1512294760,6843309108666337287,3001775403090907394,,1,是
C08985,宜春奉新总店,江西公司,南昌二战区,江西二区,宜春办,关店,专卖店,加盟,街铺,,,,6015164348849,,,7249623899536394296,3003745638972465198,,1,是
